uid,hn,street,boro,state
90661,34-48,74TH ST,QUEENS,NY
90662,34-50,74TH ST,QUEENS,NY
90663,34-52,74TH ST,QUEENS,NY
90664,34-58,74TH ST,QUEENS,NY
90665,35-40,74TH ST,QUEENS,NY
90666,35-60,74TH ST,QUEENS,NY
90667,33-11,74TH ST,QUEENS,NY
90668,33-11A,74TH ST,QUEENS,NY
90669,33-15,74TH ST,QUEENS,NY
90670,33-17,74TH ST,QUEENS,NY
90671,33-19,74TH ST,QUEENS,NY
90672,33-21,74TH ST,QUEENS,NY
90673,33-23,74TH ST,QUEENS,NY
90674,33-25,74TH ST,QUEENS,NY
90675,33-27,74TH ST,QUEENS,NY
90676,33-29,74TH ST,QUEENS,NY
90677,33-31,74TH ST,QUEENS,NY
90678,33-33,74TH ST,QUEENS,NY
90679,33-35,74TH ST,QUEENS,NY
90680,33-37,74TH ST,QUEENS,NY
90681,33-39,74TH ST,QUEENS,NY
90682,33-41,74TH ST,QUEENS,NY
90683,33-43,74TH ST,QUEENS,NY
90684,33-45,74TH ST,QUEENS,NY
90685,33-47,74TH ST,QUEENS,NY
90686,33-49,74TH ST,QUEENS,NY
90687,33-55,74TH ST,QUEENS,NY
90688,34-15,74TH ST ,Queens,NY
90689,34-15,74TH ST,QUEENS,NY
90690,34-27,74TH ST,QUEENS,NY
90691,34-27,74TH ST ,Queens,NY
90692,34-35,74TH ST ,Queens,NY
90693,34-35,74TH ST,QUEENS,NY
90694,34-37,74TH ST,QUEENS,NY
90695,34-41,74TH ST ,Queens,NY
90696,34-41,74TH ST,QUEENS,NY
90697,34-43,74TH ST,QUEENS,NY
90698,34-45,74TH ST ,Queens,NY
90699,34-45,74TH ST,QUEENS,NY
90700,34-49,74TH ST,QUEENS,NY
90701,34-51,74TH ST,QUEENS,NY
90702,34-51,74TH ST ,Queens,NY
90703,33-10,75TH ST,QUEENS,NY
90704,33-14,75TH ST,QUEENS,NY
90705,33-16,75TH ST,QUEENS,NY
90706,33-18,75TH ST,QUEENS,NY
90707,33-20,75TH ST,QUEENS,NY
90708,33-22,75TH ST,QUEENS,NY
90709,33-24,75TH ST,QUEENS,NY
90710,33-26,75TH ST,QUEENS,NY
90711,33-28,75TH ST,QUEENS,NY
90712,33-30,75TH ST,QUEENS,NY
90713,33-32,75TH ST,QUEENS,NY
90714,33-34,75TH ST,QUEENS,NY
90715,33-36,75TH ST,QUEENS,NY
90716,33-38,75TH ST,QUEENS,NY
90717,33-40,75TH ST,QUEENS,NY
90718,33-42,75TH ST,QUEENS,NY
90719,33-44,75TH ST,QUEENS,NY
90720,33-46,75TH ST,QUEENS,NY
90721,33-48,75TH ST,QUEENS,NY
90722,33-50,75TH ST,QUEENS,NY
90723,33-52,75TH ST,QUEENS,NY
90724,33-54,75TH ST,QUEENS,NY
90725,33-56,75TH ST,QUEENS,NY
90726,33-58,75TH ST,QUEENS,NY
90727,34-10,75TH ST,QUEENS,NY
90728,34-20,75TH ST ,Queens,NY
90729,34-20,75TH ST,QUEENS,NY
90730,34-24,75TH ST,QUEENS,NY
90731,34-26,75TH ST,QUEENS,NY
90732,34-30,75TH ST,QUEENS,NY
90733,34-32,75TH ST,QUEENS,NY
90734,34-32,75TH ST ,Queens,NY
90735,34-34,75TH ST ,Queens,NY
90736,34-34,75TH ST,QUEENS,NY
90737,34-36,75TH ST,QUEENS,NY
90738,34-36,75TH ST ,Queens,NY
90739,34-38,75TH ST,QUEENS,NY
90740,34-42,75TH ST,QUEENS,NY
90741,34-42,75TH ST ,Queens,NY
90742,34-44,75TH ST,QUEENS,NY
90743,34-46,75TH ST,QUEENS,NY
90744,34-46,75TH ST ,Queens,NY
90745,34-48,75TH ST,QUEENS,NY
90746,34-52,75TH ST,QUEENS,NY
90747,35-38,75TH ST,QUEENS,NY
90748,35-40,75TH ST,QUEENS,NY
90749,35-44,75TH ST,QUEENS,NY
90750,35-48,75TH ST,QUEENS,NY
90751,35-50,75TH ST,QUEENS,NY
90752,,ST,QUEENS,NY
90753,33-11,75TH ST,QUEENS,NY
90754,33-13,75TH ST,QUEENS,NY
90755,33-15,75TH ST,QUEENS,NY
90756,33-17,75TH ST,QUEENS,NY
90757,33-19,75TH ST,QUEENS,NY
90758,33-21,75TH ST,QUEENS,NY
90759,33-23,75TH ST,QUEENS,NY
90760,33-25,75TH ST,QUEENS,NY
90761,33-27,75TH ST,QUEENS,NY
90762,33-29,75TH ST,QUEENS,NY
90763,33-31,75TH ST,QUEENS,NY
90764,33-33,75TH ST,QUEENS,NY
90765,33-35,75TH ST,QUEENS,NY
90766,33-37,75TH ST,QUEENS,NY
90767,33-39,75TH ST,QUEENS,NY
90768,33-41,75TH ST,QUEENS,NY
90769,33-43,75TH ST,QUEENS,NY
90770,33-45,75TH ST,QUEENS,NY
90771,33-47,75TH ST,QUEENS,NY
90772,33-49,75TH ST,QUEENS,NY
90773,33-51,75TH ST,QUEENS,NY
90774,33-53,75TH ST,QUEENS,NY
90775,33-55,75TH ST,QUEENS,NY
90776,33-57,75TH ST,QUEENS,NY
90777,34-01,75TH ST,QUEENS,NY
90778,34-03,75TH ST,QUEENS,NY
90779,34-05,75TH ST,QUEENS,NY
90780,34-07,75TH ST,QUEENS,NY
90781,34-09,75TH ST,QUEENS,NY
90782,34-11,75TH ST,QUEENS,NY
90783,34-15,75TH ST,QUEENS,NY
90784,34-17,75TH ST,QUEENS,NY
90785,34-19,75TH ST,QUEENS,NY
90786,34-21,75TH ST,QUEENS,NY
90787,34-25,75TH ST,QUEENS,NY
90788,34-27,75TH ST,QUEENS,NY
90789,34-31,75TH ST,QUEENS,NY
90790,34-33,75TH ST,QUEENS,NY
90791,34-33,75TH ST ,Queens,NY
90792,34-37,75TH ST,QUEENS,NY
90793,34-39,75TH ST,QUEENS,NY
90794,34-41,75TH ST,QUEENS,NY
90795,34-41,75TH ST ,Queens,NY
90796,34-43,75TH ST,QUEENS,NY
90797,34-47,75TH ST,QUEENS,NY
90798,34-49,75TH ST,QUEENS,NY
90799,34-51,75TH ST,QUEENS,NY
90800,35-15,75TH ST,QUEENS,NY
90801,35-35,75TH ST,QUEENS,NY
90802,,ST,QUEENS,NY
90803,33-12,76TH ST,QUEENS,NY
90804,33-14,76TH ST,QUEENS,NY
90805,33-16,76TH ST,QUEENS,NY
90806,33-18,76TH ST,QUEENS,NY
90807,33-20,76TH ST,QUEENS,NY
90808,33-22,76TH ST,QUEENS,NY
90809,33-24,76TH ST,QUEENS,NY
90810,33-26,76TH ST,QUEENS,NY
90811,33-28,76TH ST,QUEENS,NY
90812,33-30,76TH ST,QUEENS,NY
90813,33-32,76TH ST,QUEENS,NY
90814,33-34,76TH ST,QUEENS,NY
90815,33-36,76TH ST,QUEENS,NY
90816,33-38,76TH ST,QUEENS,NY
90817,33-40,76TH ST,QUEENS,NY
90818,33-42,76TH ST,QUEENS,NY
90819,33-44,76TH ST,QUEENS,NY
90820,33-46,76TH ST,QUEENS,NY
90821,33-48,76TH ST,QUEENS,NY
90822,33-50,76TH ST,QUEENS,NY
90823,33-52,76TH ST,QUEENS,NY
90824,33-54,76TH ST,QUEENS,NY
90825,33-56,76TH ST,QUEENS,NY
90826,33-58,76TH ST,QUEENS,NY
90827,34-02,76TH ST,QUEENS,NY
90828,34-04,76TH ST,QUEENS,NY
90829,34-06,76TH ST,QUEENS,NY
90830,34-08,76TH ST,QUEENS,NY
90831,34-10,76TH ST,QUEENS,NY
90832,34-12,76TH ST,QUEENS,NY
90833,34-16,76TH ST,QUEENS,NY
90834,34-18,76TH ST,QUEENS,NY
90835,34-20,76TH ST,QUEENS,NY
90836,34-22,76TH ST,QUEENS,NY
90837,34-24,76TH ST,QUEENS,NY
90838,34-26,76TH ST,QUEENS,NY
90839,34-28,76TH ST,QUEENS,NY
90840,34-32,76TH ST,QUEENS,NY
90841,34-32,76TH ST ,Queens,NY
90842,34-34,76TH ST,QUEENS,NY
90843,34-34,76TH ST ,Queens,NY
90844,34-36,76TH ST,QUEENS,NY
90845,34-36,76TH ST ,Queens,NY
90846,34-40,76TH ST,QUEENS,NY
90847,34-42,76TH ST ,Queens,NY
90848,34-42,76TH ST,QUEENS,NY
90849,34-44,76TH ST,QUEENS,NY
90850,34-46,76TH ST ,Queens,NY
90851,34-46,76TH ST,QUEENS,NY
90852,34-48,76TH ST,QUEENS,NY
90853,34-52,76TH ST,QUEENS,NY
90854,35-16,76TH ST,QUEENS,NY
90855,35-36,76TH ST,QUEENS,NY
90856,33-25,76TH ST,QUEENS,NY
90857,33-35,76TH ST,QUEENS,NY
90858,34-35,76TH ST ,Queens,NY
90859,34-35,76TH ST,QUEENS,NY
90860,35-13,76TH ST,QUEENS,NY
90861,35-19,76TH ST,QUEENS,NY
90862,35-27,76TH ST,QUEENS,NY
90863,35-33,76TH ST,QUEENS,NY
90864,35-41,76TH ST,QUEENS,NY
90865,35-49,76TH ST,QUEENS,NY
90866,35-55,76TH ST,QUEENS,NY
90867,35-14,77TH ST,QUEENS,NY
90868,35-20,77TH ST,QUEENS,NY
90869,35-28,77TH ST,QUEENS,NY
90870,35-34,77TH ST,QUEENS,NY
90871,35-42,77TH ST,QUEENS,NY
90872,35-50,77TH ST,QUEENS,NY
90873,35-56,77TH ST,QUEENS,NY
90874,,ST,QUEENS,NY
90875,33-24,77TH ST,QUEENS,NY
90876,33-34,77TH ST,QUEENS,NY
90877,34-24,77TH ST,QUEENS,NY
90878,34-34,77TH ST,QUEENS,NY
90879,34-44,77TH ST,QUEENS,NY
90880,33-11,77TH ST,QUEENS,NY
90881,33-11,77TH ST,QUEENS,NY
90882,34-21,77TH ST,QUEENS,NY
90883,34-41,77TH ST,QUEENS,NY
90884,35-25,77TH ST,QUEENS,NY
90885,35-53,77TH ST,QUEENS,NY
90886,37-31,77TH ST,QUEENS,NY
90887,37-33,77TH ST,QUEENS,NY
90888,37-37,77TH ST,QUEENS,NY
90889,37-39,77TH ST,QUEENS,NY
90890,37-41,77TH ST,QUEENS,NY
90891,37-43,77TH ST,QUEENS,NY
90892,37-45,77TH ST,QUEENS,NY
90893,37-55,77TH ST,QUEENS,NY
90894,34-20,78TH ST,QUEENS,NY
90895,34-30,78TH ST,QUEENS,NY
90896,34-40,78TH ST,QUEENS,NY
90897,35-26,78TH ST,QUEENS,NY
90898,35-50,78TH ST,QUEENS,NY
90899,37-32,78TH ST,QUEENS,NY
90900,37-34,78TH ST,QUEENS,NY
90901,37-38,78TH ST,QUEENS,NY
90902,37-40,78TH ST,QUEENS,NY
90903,37-42,78TH ST,QUEENS,NY
90904,37-44,78TH ST,QUEENS,NY
90905,37-48,78TH ST,QUEENS,NY
90906,37-50,78TH ST,QUEENS,NY
90907,37-52,78TH ST,QUEENS,NY
90908,37-54,78TH ST,QUEENS,NY
90909,37-58,78TH ST,QUEENS,NY
90910,37-60,78TH ST,QUEENS,NY
90911,34-21,78TH ST,QUEENS,NY
90912,34-41,78TH ST,QUEENS,NY
90913,34-20,79TH ST,Queens,NY
90914,34-40,79TH ST,QUEENS,NY
90915,78-12,34TH AVE,QUEENS,NY
90916,78-11,35TH AVENUE 11372,Queens,NY
90917,,ST,QUEENS,NY
90918,35-15,78TH ST,QUEENS,NY
90919,35-25,78TH ST,QUEENS,NY
90920,35-31,78TH ST,QUEENS,NY
90921,35-37,78TH ST,QUEENS,NY
90922,35-45,78TH ST,QUEENS,NY
90923,35-55,78TH ST,QUEENS,NY
90924,35-16,79TH ST,QUEENS,NY
90925,35-26,79TH ST,QUEENS,NY
90926,35-36,79TH ST,QUEENS,NY
90927,35-46,79TH ST,QUEENS,NY
90928,35-56,79TH ST,QUEENS,NY
90929,,ST,QUEENS,NY
90930,37-11,78TH ST,QUEENS,NY
90931,37-15,78TH ST,QUEENS,NY
90932,37-17,78TH ST,QUEENS,NY
90933,37-19,78TH ST,QUEENS,NY
90934,37-21,78TH ST,QUEENS,NY
90935,37-23,78TH ST,QUEENS,NY
90936,37-25,78TH ST,QUEENS,NY
90937,37-27,78TH ST,QUEENS,NY
90938,37-29,78TH ST,QUEENS,NY
90939,37-31,78TH ST,QUEENS,NY
90940,37-33,78TH ST,QUEENS,NY
90941,37-35,78TH ST,QUEENS,NY
90942,37-37,78TH ST,QUEENS,NY
90943,37-39,78TH ST,QUEENS,NY
90944,37-41,78TH ST,QUEENS,NY
90945,37-43,78TH ST,QUEENS,NY
90946,37-45,78TH ST,QUEENS,NY
90947,37-47,78TH ST,QUEENS,NY
90948,37-49,78TH ST,QUEENS,NY
90949,37-51,78TH ST,QUEENS,NY
90950,37-53,78TH ST,QUEENS,NY
90951,37-55,78TH ST,QUEENS,NY
90952,37-57,78TH ST,QUEENS,NY
90953,33-16,79TH ST,QUEENS,NY
90954,37-14,79TH ST,QUEENS,NY
90955,37-16,79TH ST,QUEENS,NY
90956,37-18,79TH ST,QUEENS,NY
90957,37-20,79TH ST,QUEENS,NY
90958,37-22,79TH ST,QUEENS,NY
90959,37-24,79TH ST,QUEENS,NY
90960,37-26,79TH ST,QUEENS,NY
90961,37-28,79TH ST,QUEENS,NY
90962,37-30,79TH ST,QUEENS,NY
90963,37-32,79TH ST,QUEENS,NY
90964,37-34,79TH ST,QUEENS,NY
90965,37-36,79TH ST,QUEENS,NY
90966,37-38,79TH ST,QUEENS,NY
90967,37-40,79TH ST,QUEENS,NY
90968,37-42,79TH ST,QUEENS,NY
90969,37-44,79TH ST,QUEENS,NY
90970,37-46,79TH ST,QUEENS,NY
90971,37-48,79TH ST,QUEENS,NY
90972,37-50,79TH ST,QUEENS,NY
90973,37-52,79TH ST,QUEENS,NY
90974,37-54,79TH ST,QUEENS,NY
90975,37-56,79TH ST,QUEENS,NY
90976,37-58,79TH ST,QUEENS,NY
90977,33-33,79TH ST,QUEENS,NY
90978,34-27,79TH ST,QUEENS,NY
90979,34-33,79TH ST,QUEENS,NY
90980,34-41,79TH ST,QUEENS,NY
90981,34-49,79TH ST,QUEENS,NY
90982,34-28,80TH ST,QUEENS,NY
90983,34-34,80TH ST,QUEENS,NY
90984,34-42,80TH ST,QUEENS,NY
90985,34-50,80TH ST,QUEENS,NY
90986,,ST,QUEENS,NY
90987,37-41,79TH ST,QUEENS,NY
90988,37-45,79TH ST,QUEENS,NY
90989,37-42,80TH ST,QUEENS,NY
90990,37-46,80TH ST,QUEENS,NY
90991,37-51,79TH ST,QUEENS,NY
90992,37-55,79TH ST,QUEENS,NY
90993,37-52,80TH ST,QUEENS,NY
90994,37-56,80TH ST,QUEENS,NY
90995,35-21,79TH ST,QUEENS,NY
90996,35-45,79TH ST,QUEENS,NY
90997,37-15,79TH ST,QUEENS,NY
90998,37-21,79TH ST,QUEENS,NY
90999,37-27,79TH ST,QUEENS,NY
91000,37-31,79TH ST,QUEENS,NY
91001,37-16,80TH ST,QUEENS,NY
91002,37-22,80TH ST,QUEENS,NY
91003,37-28,80TH ST,QUEENS,NY
91004,37-32,80TH ST,QUEENS,NY
91005,,ST,QUEENS,NY
91006,,ST,QUEENS,NY
91007,35-16,80TH ST,QUEENS,NY
91008,35-22,80TH ST,QUEENS,NY
91009,35-28,80TH ST,QUEENS,NY
91010,35-36,80TH ST,QUEENS,NY
91011,35-42,80TH ST,QUEENS,NY
91012,35-48,80TH ST,QUEENS,NY
91013,35-54,80TH ST,QUEENS,NY
91014,,ST,QUEENS,NY
91015,33-15,80TH ST,QUEENS,NY
91016,33-27,80TH ST,QUEENS,NY
91017,33-39,80TH ST,QUEENS,NY
91018,33-51,80TH ST,QUEENS,NY
91019,33-16,81ST ST,QUEENS,NY
91020,33-28,81ST ST,QUEENS,NY
91021,33-40,81ST ST,QUEENS,NY
91022,33-52,81ST ST,QUEENS,NY
91023,,ST,QUEENS,NY
91024,34-13,80TH ST,QUEENS,NY
91025,34-21,80TH ST,QUEENS,NY
91026,34-29,80TH ST,QUEENS,NY
91027,34-31,80TH ST,QUEENS,NY
91028,34-37,80TH ST,QUEENS,NY
91029,34-47,80TH ST,QUEENS,NY
91030,34-06,81ST ST,QUEENS,NY
91031,34-14,81ST ST,QUEENS,NY
91032,34-22,81ST ST,QUEENS,NY
91033,34-30,81ST ST,QUEENS,NY
91034,34-38,81ST ST,QUEENS,NY
91035,34-48,81ST ST,QUEENS,NY
91036,8OTH,ST,QUEENS,NY
91037,35-15,80TH ST,QUEENS,NY
91038,35-21,80TH ST,QUEENS,NY
91039,35-29,80TH ST,QUEENS,NY
91040,35-35,80TH ST,QUEENS,NY
91041,35-43,80TH ST,QUEENS,NY
91042,35-49,80TH ST,QUEENS,NY
91043,35-55,80TH ST,QUEENS,NY
91044,,ST,QUEENS,NY
91045,37-21,80TH ST,QUEENS,NY
91046,37-33,80TH ST,QUEENS,NY
91047,37-43,80TH ST,QUEENS,NY
91048,37-51,80TH ST,QUEENS,NY
91049,37-57,80TH ST,QUEENS,NY
91050,35-30,81ST ST,QUEENS,NY
91051,35-50,81ST ST,QUEENS,NY
91052,37-20,81ST ST,QUEENS,NY
91053,37-30,81ST ST,QUEENS,NY
91054,37-40,81ST ST,QUEENS,NY
91055,37-46,81ST ST,QUEENS,NY
91056,37-50,81ST ST,QUEENS,NY
91057,37-54,81ST ST,QUEENS,NY
91058,37-58,81ST ST,QUEENS,NY
91059,33-15,81ST ST,QUEENS,NY
91060,33-25,81ST ST,QUEENS,NY
91061,33-35,81ST ST,QUEENS,NY
91062,34-31,81ST ST,QUEENS,NY
91063,35-21,81ST ST,QUEENS,NY
91064,35-27,81ST ST,QUEENS,NY
91065,35-45,81ST ST,QUEENS,NY
91066,35-51,81ST ST,QUEENS,NY
91067,35-59,81ST ST,QUEENS,NY
91068,37-15,81ST ST,QUEENS,NY
91069,37-25,81ST ST,QUEENS,NY
91070,37-41,81ST ST,QUEENS,NY
91071,37-55,81ST ST,QUEENS,NY
91072,37-57,81ST ST,QUEENS,NY
91073,37-59,81ST ST,QUEENS,NY
91074,37-61,81ST ST,QUEENS,NY
91075,37-63,81ST ST,QUEENS,NY
91076,33-16,82ND ST,QUEENS,NY
91077,33-26,82ND ST,QUEENS,NY
91078,34-24,82ND ST,QUEENS,NY
91079,34-06,82ND ST,QUEENS,NY
91080,34-44,82ND ST,QUEENS,NY
91081,35-16,82ND ST,QUEENS,NY
91082,35-20,82ND ST,QUEENS,NY
91083,35-26,82ND ST,QUEENS,NY
91084,35-30,82ND ST,QUEENS,NY
91085,35-40,82ND ST,QUEENS,NY
91086,35-50,82ND ST,QUEENS,NY
91087,37-02/08,82ND ST ,Queens,NY
91088,37-02-08,82ND ST,QUEENS,NY
91089,37-12-32,82ND ST,QUEENS,NY
91090,37-44,82ND ST,QUEENS,NY
91091,37-46-50,82ND ST ,Queens,NY
91092,37-46-50,82ND ST,QUEENS,NY
91093,37-52-58,82ND ST,QUEENS,NY
91094,37-52-58,82ND ST ,Queens,NY
91095,37-60,82ND ST,QUEENS,NY
91096,37-66,82ND ST,QUEENS,NY
91097,33-05,82ND ST,QUEENS,NY
91098,33-11,82ND ST,QUEENS,NY
91099,33-17,82ND ST,QUEENS,NY
91100,33-21,82ND ST,QUEENS,NY
91101,33-33,82ND ST,QUEENS,NY
91102,33-53,82ND ST,QUEENS,NY
91103,33-54,83RD ST,QUEENS,NY
91104,34-25,82ND ST,QUEENS,NY
91105,34-57,82ND ST,QUEENS,NY
91106,35-35,82ND ST,QUEENS,NY
91107,35-45,82ND ST,QUEENS,NY
91108,35-51,82ND ST,QUEENS,NY
91109,37-01/07,82ND ST ,Queens,NY
91110,37-01-07,82ND ST,QUEENS,NY
91111,34-31,82ND ST,QUEENS,NY
91112,34-35,82ND ST,QUEENS,NY
91113,34-39,82ND ST,QUEENS,NY
91114,34-43,82ND ST,QUEENS,NY
91115,34-47,82ND ST,QUEENS,NY
91116,34-51,82ND ST,QUEENS,NY
91117,37-11-39,82ND ST,QUEENS,NY
91118,37-41,82ND ST,QUEENS,NY
91119,37-47,82ND ST,QUEENS,NY
91120,37-49,82ND ST,QUEENS,NY
91121,37-51,82ND ST,QUEENS,NY
91122,37-53,82ND ST,QUEENS,NY
91123,37-55,82ND ST,QUEENS,NY
91124,37-57,82ND ST,QUEENS,NY
91125,37-59,82ND ST,QUEENS,NY
91126,33-18,83RD ST,QUEENS,NY
91127,33-20,83RD ST,QUEENS,NY
91128,33-22,83RD ST,QUEENS,NY
91129,33-24,83RD ST,QUEENS,NY
91130,33-26,83RD ST,QUEENS,NY
91131,33-28,83RD ST,QUEENS,NY
91132,33-30,83RD ST,QUEENS,NY
91133,33-32,83RD ST,QUEENS,NY
91134,33-34,83RD ST,QUEENS,NY
91135,33-38,83RD ST,QUEENS,NY
91136,33-40,83RD ST,QUEENS,NY
91137,33-42,83RD ST,QUEENS,NY
91138,33-44,83RD ST,QUEENS,NY
91139,34-20,83RD ST,QUEENS,NY
91140,34-32,83RD ST,QUEENS,NY
91141,34-34,83RD ST,QUEENS,NY
91142,34-36,83RD ST,QUEENS,NY
91143,34-38,83RD ST,QUEENS,NY
91144,34-40,83RD ST,QUEENS,NY
91145,34-42,83RD ST,QUEENS,NY
91146,34-44,83RD ST,QUEENS,NY
91147,34-46,83RD ST,QUEENS,NY
91148,34-48,83RD ST,QUEENS,NY
91149,34-50,83RD ST,QUEENS,NY
91150,35-40,83RD ST,QUEENS,NY
91151,35-54,83RD ST,QUEENS,NY
91152,37-16,83RD ST,QUEENS,NY
91153,37-20,83RD ST,QUEENS,NY
91154,37-50,83RD ST,QUEENS,NY
91155,37-46,83RD ST,QUEENS,NY
91156,37-48,83RD ST,QUEENS,NY
91157,37-50,83RD ST,QUEENS,NY
91158,37-52,83RD ST,QUEENS,NY
91159,37-54,83RD ST,QUEENS,NY
91160,37-56,83RD ST,QUEENS,NY
91161,37-58,83RD ST,QUEENS,NY
91162,37-60,83RD ST,QUEENS,NY
91163,33-17,83RD ST,QUEENS,NY
91164,33-21,83RD ST,QUEENS,NY
91165,33-25,83RD ST,QUEENS,NY
91166,33-27,83RD ST,QUEENS,NY
91167,33-33,83RD ST,QUEENS,NY
91168,33-37,83RD ST,QUEENS,NY
91169,33-41,83RD ST,QUEENS,NY
91170,33-43,83RD ST,QUEENS,NY
91171,33-49,83RD ST,QUEENS,NY
91172,34-09,83RD ST,QUEENS,NY
91173,34-10,84TH ST,QUEENS,NY
91174,34-15,83RD ST,QUEENS,NY
91175,34-19,83RD ST,QUEENS,NY
91176,34-21,83RD ST,QUEENS,NY
91177,34-23,83RD ST,QUEENS,NY
91178,34-25,83RD ST,QUEENS,NY
91179,34-29,83RD ST,QUEENS,NY
91180,34-31,83RD ST,QUEENS,NY
91181,34-33,83RD ST,QUEENS,NY
91182,34-35,83RD ST,QUEENS,NY
91183,34-37,83RD ST,QUEENS,NY
91184,34-41,83RD ST,QUEENS,NY
91185,34-43,83RD ST,QUEENS,NY
91186,34-45,83RD ST,QUEENS,NY
91187,34-47,83RD ST,QUEENS,NY
91188,34-51,83RD ST,QUEENS,NY
91189,35-33,83RD ST,QUEENS,NY
91190,,ST,QUEENS,NY
91191,35-49,83RD ST,QUEENS,NY
91192,37-15,83RD ST,QUEENS,NY
91193,37-19,83RD ST,QUEENS,NY
91194,37-23,83RD ST,QUEENS,NY
91195,37-33,83RD ST,QUEENS,NY
91196,37-37,83RD ST,QUEENS,NY
91197,37-41,83RD ST,QUEENS,NY
91198,37-49,83RD ST,QUEENS,NY
91199,37-53,83RD ST,QUEENS,NY
91200,37-57,83RD ST,QUEENS,NY
91201,,ST,QUEENS,NY
91202,33-14/16,84TH ST ,Queens,NY
91203,33-14-16,84TH ST,QUEENS,NY
91204,33-18-20,84TH ST,QUEENS,NY
91205,33-22-24,84TH ST,QUEENS,NY
91206,33-26-28,84TH ST,QUEENS,NY
91207,33-30/32,84TH ST,QUEENS,NY
91208,33-30/32,84TH ST ,Queens,NY
91209,33-34/36,84TH ST,QUEENS,NY
91210,33-38/40,84TH ST,QUEENS,NY
91211,33-42/44,84TH ST ,Queens,NY
91212,33-42/44,84TH ST,QUEENS,NY
91213,33-46/48,84TH ST ,Queens,NY
91214,33-46-48,84TH ST,QUEENS,NY
91215,34-16,84TH ST,QUEENS,NY
91216,34-20,84TH ST,QUEENS,NY
91217,34-22,84TH ST,QUEENS,NY
91218,34-24,84TH ST,QUEENS,NY
91219,34-26,84TH ST,QUEENS,NY
91220,34-30,84TH ST,QUEENS,NY
91221,34-32,84TH ST,QUEENS,NY
91222,34-34,84TH ST,QUEENS,NY
91223,34-36,84TH ST,QUEENS,NY
91224,34-38,84TH ST,QUEENS,NY
91225,34-42,84TH ST,QUEENS,NY
91226,34-44,84TH ST,QUEENS,NY
91227,34-46,84TH ST,QUEENS,NY
91228,34-48,84TH ST,QUEENS,NY
91229,34-52,84TH ST,QUEENS,NY
91230,35-34,84TH ST,QUEENS,NY
91231,35-46,84TH ST,QUEENS,NY
91232,35-48,84TH ST,QUEENS,NY
91233,35-50,84TH ST,QUEENS,NY
91234,35-52,84TH ST,QUEENS,NY
91235,35-54,84TH ST,QUEENS,NY
91236,37-16,84TH ST,QUEENS,NY
91237,37-20,84TH ST,QUEENS,NY
91238,37-24,84TH ST,QUEENS,NY
91239,37-34,84TH ST,QUEENS,NY
91240,37-38,84TH ST,QUEENS,NY
91241,37-42,84TH ST,QUEENS,NY
91242,37-50,84TH ST,QUEENS,NY
91243,37-54,84TH ST,QUEENS,NY
91244,37-58,84TH ST,QUEENS,NY
91245,33-15,84TH ST,QUEENS,NY
91246,33-17,84TH ST,QUEENS,NY
91247,33-23,84TH ST,QUEENS,NY
91248,33-25,84TH ST,QUEENS,NY
91249,33-29,84TH ST,QUEENS,NY
91250,33-31,84TH ST,QUEENS,NY
91251,33-35,84TH ST,QUEENS,NY
91252,33-39,84TH ST,QUEENS,NY
91253,33-41,84TH ST,QUEENS,NY
91254,33-45,84TH ST,QUEENS,NY
91255,33-51,84TH ST,QUEENS,NY
91256,34-11,84TH ST,QUEENS,NY
91257,34-15,84TH ST,QUEENS,NY
91258,34-17,84TH ST,QUEENS,NY
91259,34-21,84TH ST,QUEENS,NY
91260,34-23,84TH ST,QUEENS,NY
91261,34-25,84TH ST,QUEENS,NY
91262,34-27,84TH ST,QUEENS,NY
91263,34-31,84TH ST,QUEENS,NY
91264,34-33,84TH ST,QUEENS,NY
91265,34-37,84TH ST,QUEENS,NY
91266,34-39,84TH ST,QUEENS,NY
91267,34-41,84TH ST,QUEENS,NY
91268,34-45,84TH ST,QUEENS,NY
91269,34-47,84TH ST,QUEENS,NY
91270,34-49,84TH ST,QUEENS,NY
91271,34-51,84TH ST,QUEENS,NY
91272,35-15,84TH ST,QUEENS,NY
91273,35-43,84TH ST,QUEENS,NY
91274,37-11,84TH ST,QUEENS,NY
91275,37-17,84TH ST,QUEENS,NY
91276,37-21,84TH ST,QUEENS,NY
91277,37-27,84TH ST,QUEENS,NY
91278,37-33,84TH ST,QUEENS,NY
91279,37-39,84TH ST,QUEENS,NY
91280,37-45,84TH ST,QUEENS,NY
91281,37-51,84TH ST,QUEENS,NY
91282,37-55,84TH ST,QUEENS,NY
91283,37-59,84TH ST,QUEENS,NY
91284,37-12,85TH ST,QUEENS,NY
91285,37-18,85TH ST,QUEENS,NY
91286,37-22,85TH ST,QUEENS,NY
91287,37-28,85TH ST,QUEENS,NY
91288,37-34,85TH ST,QUEENS,NY
91289,37-40,85TH ST,QUEENS,NY
91290,37-46,85TH ST,QUEENS,NY
91291,37-52,85TH ST,QUEENS,NY
91292,37-56,85TH ST,QUEENS,NY
91293,37-60,85TH ST,QUEENS,NY
91294,,ST,QUEENS,NY
91295,33-12,85TH ST,QUEENS,NY
91296,33-14,85TH ST,QUEENS,NY
91297,33-16,85TH ST,QUEENS,NY
91298,33-18,85TH ST,QUEENS,NY
