alleyCrossStreetsFlag,assemblyDistrict,bbl,bblBoroughCode,bblTaxBlock,bblTaxLot,bikeLane,boardOfElectionsPreferredLgc,boePreferredStreetName,boePreferredstreetCode,boroughCode1In,buildingIdentificationNumber,businessImprovementDistrict,censusBlock2000,censusBlock2010,censusBlockSuffix2000,censusTract1990,censusTract2000,censusTract2010,cityCouncilDistrict,civilCourtDistrict,coincidentSegmentCount,communityDistrict,communityDistrictBoroughCode,communityDistrictNumber,communitySchoolDistrict,condominiumBillingBbl,condominiumFlag,congressionalDistrict,cooperativeIdNumber,cornerCode,crossStreetNamesFlagIn,curveFlag,dcpCommercialStudyArea,dcpPreferredLgc,dofCondominiumIdentificationNumber,dotStreetLightContractorArea,dynamicBlock,electionDistrict,fireBattalion,fireCompanyNumber,fireCompanyType,fireDivision,firstBoroughName,firstStreetCode,firstStreetNameNormalized,fromLionNodeId,fromPreferredLgcsFirstSetOf5,genericId,geosupportFunctionCode,geosupportReturnCode,geosupportReturnCode2,gi5DigitStreetCode1,gi5DigitStreetCode2,gi5DigitStreetCode3,gi5DigitStreetCode4,gi5DigitStreetCode5,gi5DigitStreetCode6,gi5DigitStreetCode7,gi5DigitStreetCode8,giBoroughCode1,giBoroughCode2,giBoroughCode3,giBoroughCode4,giBoroughCode5,giBoroughCode6,giBoroughCode7,giBoroughCode8,giBuildingIdentificationNumber1,giBuildingIdentificationNumber2,giBuildingIdentificationNumber3,giBuildingIdentificationNumber4,giBuildingIdentificationNumber5,giBuildingIdentificationNumber6,giBuildingIdentificationNumber7,giBuildingIdentificationNumber8,giDcpPreferredLgc1,giDcpPreferredLgc2,giDcpPreferredLgc3,giDcpPreferredLgc4,giDcpPreferredLgc5,giDcpPreferredLgc6,giDcpPreferredLgc7,giDcpPreferredLgc8,giGeographicIdentifier1,giGeographicIdentifier2,giGeographicIdentifier3,giGeographicIdentifier4,giGeographicIdentifier5,giGeographicIdentifier6,giGeographicIdentifier7,giGeographicIdentifier8,giHighHouseNumber1,giHighHouseNumber2,giHighHouseNumber3,giHighHouseNumber4,giHighHouseNumber5,giHighHouseNumber6,giHighHouseNumber7,giHighHouseNumber8,giLowHouseNumber1,giLowHouseNumber2,giLowHouseNumber3,giLowHouseNumber4,giLowHouseNumber5,giLowHouseNumber6,giLowHouseNumber7,giLowHouseNumber8,giSideOfStreetIndicator1,giSideOfStreetIndicator2,giSideOfStreetIndicator3,giSideOfStreetIndicator4,giSideOfStreetIndicator5,giSideOfStreetIndicator6,giSideOfStreetIndicator7,giSideOfStreetIndicator8,giStreetCode1,giStreetCode2,giStreetCode3,giStreetCode4,giStreetCode5,giStreetCode6,giStreetCode7,giStreetCode8,giStreetName1,giStreetName2,giStreetName3,giStreetName4,giStreetName5,giStreetName6,giStreetName7,giStreetName8,healthArea,healthCenterDistrict,highBblOfThisBuildingsCondominiumUnits,highCrossStreetB5SC1,highCrossStreetB5SC2,highCrossStreetB5SC3,highCrossStreetCode1,highCrossStreetCode2,highCrossStreetCode3,highCrossStreetName1,highCrossStreetName2,highCrossStreetName3,highHouseNumberOfBlockfaceSortFormat,houseNumber,houseNumberIn,houseNumberSortFormat,hurricaneEvacuationZone,individualSegmentLength,instructionalRegion,interimAssistanceEligibilityIndicator,interiorLotFlag,internalLabelXCoordinate,internalLabelYCoordinate,latitude,latitudeInternalLabel,legacySegmentId,lionBoroughCode,lionBoroughCodeForVanityAddress,lionFaceCode,lionFaceCodeForVanityAddress,lionKey,lionKeyForVanityAddress,lionSequenceNumber,lionSequenceNumberForVanityAddress,listOf4Lgcs,longitude,longitudeInternalLabel,lowBblOfThisBuildingsCondominiumUnits,lowCrossStreetB5SC1,lowCrossStreetB5SC2,lowCrossStreetB5SC3,lowCrossStreetCode1,lowCrossStreetCode2,lowCrossStreetCode3,lowCrossStreetName1,lowCrossStreetName2,lowCrossStreetName3,lowHouseNumberOfBlockfaceSortFormat,lowHouseNumberOfDefiningAddressRange,message,message2,noCrossStreetCalculationFlag,nta,ntaName,numberOfCrossStreetB5SCsHighAddressEnd,numberOfCrossStreetB5SCsLowAddressEnd,numberOfCrossStreetsHighAddressEnd,numberOfCrossStreetsLowAddressEnd,numberOfEntriesInListOfGeographicIdentifiers,numberOfExistingStructuresOnLot,numberOfStreetCodesAndNamesInList,numberOfStreetFrontagesOfLot,physicalId,policePatrolBoroughCommand,policePrecinct,radiusOfCircle,reasonCode,reasonCode1a,reasonCode1e,reasonCode2,returnCode1a,returnCode1e,roadwayType,rpadBuildingClassificationCode,rpadSelfCheckCodeForBbl,sanbornBoroughCode,sanbornPageNumber,sanbornPageNumberSuffix,sanbornVolumeNumber,sanitationCollectionSchedulingSectionAndSubsection,sanitationDistrict,sanitationOrganicsCollectionSchedule,sanitationRecyclingCollectionSchedule,sanitationRegularCollectionSchedule,sanitationSnowPriorityCode,secantLocationRelatedToCurve,segmentAzimuth,segmentIdentifier,segmentLengthInFeet,segmentOrientation,segmentTypeCode,selfCheckCodeOfBillingBbl,sideOfStreetIndicator,sideOfStreetOfVanityAddress,specialAddressGeneratedRecordFlag,splitLowHouseNumber,stateSenatorialDistrict,streetCode1,streetCode10,streetCode2,streetCode3,streetCode4,streetCode5,streetCode6,streetCode7,streetCode8,streetCode9,streetName1,streetName10,streetName1In,streetName2,streetName3,streetName4,streetName5,streetName6,streetName7,streetName8,streetName9,streetStatus,taxMapNumberSectionAndVolume,toLionNodeId,toPreferredLgcsFirstSetOf5,trafficDirection,underlyingStreetCode,uspsPreferredCityName,vacantLotFlag,workAreaFormatIndicatorIn,xCoordinate,xCoordinateHighAddressEnd,xCoordinateLowAddressEnd,xCoordinateOfCenterofCurvature,yCoordinate,yCoordinateHighAddressEnd,yCoordinateLowAddressEnd,yCoordinateOfCenterofCurvature,zipCode
,26,4052500043,4,05250,0043,,1,33 AVENUE,40829001,4,4118747,,2011,2011,,1147  ,1147  ,1147  ,19,06,1,407,4,07,25,0000000000,,06,0000,,E,,,01,,4,207,059,52,144,L,14,QUEENS,40829001010,33 AVENUE,0056067,01,0003883,1B,00,01,08290,08290,,,,,,,4,4,,,,,,,4118747,4582755,,,,,,,01,01,,,,,,,,,,,,,,,165-10,165-10 GAR,,,,,,,165-10,165-10 GAR,,,,,,,R,R,,,,,,,40829001,40829001,,,,,,,33 AVENUE,33 AVENUE,,,,,,,1310,43,4052500043,424340,,,42434001,,,166 STREET,,,100165098AA,165-10,165-10,100165010AA,X,,QN,I,,1039730,0218951,40.76771686919667,40.767472180232204,0092147,4,4,5378,5378,4537804290,4537804290,04290,04290,01,-73.79994508382211,-73.79971116134796,4052500043,424290,,,42429001,,,165 STREET,,,100165000AA,100165010AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0002,0002,,01,0004559,6,109,,,W,,W,01,00,1,A1,6,4,021,,23,7C,407,,ETH,MTH,P,,354,0092147,00261,E,U,,R,R,,100165000AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42601,0056069,01,T,40829001,FLUSHING,,C,1039665,1039868,1039608,0000000,0219040,0219022,0219049,0000000,11358
,26,,,,,,1,33 AVENUE,40829001,4,,,2011,2011,,1147  ,1147  ,1147  ,19,06,1,407,4,07,25,,,06,,,E,,,01,,4,207,059,52,144,L,14,QUEENS,40829001010,33 AVENUE,0056067,01,0003883,1B,01,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310,43,,424340,,,42434001,,,166 STREET,,,100165098AA,165-16,165-16,100165016AA,X,,QN,I,,,,40.76771405550352,,0092147,4,4,5378,5378,4537804290,4537804290,04290,04290,01,-73.79990538086356,,,424290,,,42429001,,,165 STREET,,,100165000AA,,INPUT STREET NAME HAS BEEN MODIFIED,ADDRESS NUMBER OUT OF RANGE,,QN51,Murray Hill,1,1,1,1,,,02,,0004559,6,109,,W,,W,,42,01,1,,,,,,,7C,407,,ETH,MTH,P,,354,0092147,00261,E,U,,R,R,,100165000AA,11,42429001,,,,,,42434001,,,,165 STREET,,"33RD AVE,",,,,,166 STREET,,,,2,,0056069,01,T,40829001,FLUSHING,,C,1039676,1039868,1039608,0000000,0219039,0219022,0219049,0000000,11358
,26,4049130023,4,04913,0023,,1,33 AVENUE,40829001,4,4111222,,2000,2000,,1147  ,1147  ,1147  ,19,06,1,407,4,07,25,0000000000,,06,,NW,E,,,01,,4,206,059,52,144,L,14,QUEENS,40829001010,33 AVENUE,0056067,01,0003883,1B,00,01,08290,08290,,,,,,,4,4,,,,,,,4111222,4483248,,,,,,,01,01,,,,,,,,,,,,,,,165-17,165-17 GAR,,,,,,,165-17,165-17 GAR,,,,,,,L,L,,,,,,,40829001,40829001,,,,,,,33 AVENUE,33 AVENUE,,,,,,,1310,43,4049130023,424340,,,42434001,,,166 STREET,,,100165099AA,165-17,165-17,100165017AA,X,,QN,I,,1039824,0219109,40.76773051763422,40.76790525768407,0092147,4,4,5378,5378,4537804290,4537804290,04290,04290,01,-73.79990172127467,-73.79937050588778,4049130023,424290,,,42429001,,,165 STREET,,,100165001AA,100165017AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0002,0002,,01,0004559,6,109,,,W,,W,01,00,1,B1,2,4,021,,23,7C,407,,ETH,MTH,P,,354,0092147,00261,E,U,,L,L,,100165001AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42407,0056069,01,T,40829001,FLUSHING,,C,1039677,1039868,1039608,0000000,0219045,0219022,0219049,0000000,11358
,26,4052510042,4,05251,0042,,1,33 AVENUE,40829001,4,4118783,,3005,2006,,1141  ,1141  ,1141  ,19,06,1,407,4,07,25,0000000000,,06,0000,,E,,,01,,4,302,059,52,144,L,14,QUEENS,40829001010,33 AVENUE,0056069,01,0003884,1B,00,01,08290,08290,,,,,,,4,4,,,,,,,4118783,4484303,,,,,,,01,01,,,,,,,,,,,,,,,166-06,166-06 GAR,,,,,,,166-06,166-06 GAR,,,,,,,R,R,,,,,,,40829001,40829001,,,,,,,33 AVENUE,33 AVENUE,,,,,,,1310,43,4052510042,424390,,,42439001,,,167 STREET,,,100166098AA,166-06,166-06,100166006AA,X,,QN,I,,1039952,0218930,40.76764391659257,40.76741314482043,0092151,4,4,5378,5378,4537804300,4537804300,04300,04300,01,-73.79903194147165,-73.79890989403073,4052510042,424340,,,42434001,,,166 STREET,,,100166000AA,100166006AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0002,0002,,01,0004560,6,109,,,W,,W,01,00,1,A1,6,4,021,,23,7C,407,,ETH,MTH,P,,354,0092151,00260,E,U,,R,R,,100166000AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42601,0059167,01,T,40829001,FLUSHING,,C,1039918,1040126,1039868,0000000,0219014,0218996,0219022,0000000,11358
,26,4049220027,4,04922,0027,,1,33 AVENUE,40829001,4,4111473,,3002,2005,,1141  ,1141  ,1141  ,19,06,1,407,4,07,25,0000000000,,06,0000,,E,,,01,,4,303,059,52,144,L,14,QUEENS,40829001010,33 AVENUE,0056069,01,0003884,1B,00,01,08290,,,,,,,,4,,,,,,,,4111473,,,,,,,,01,,,,,,,,,,,,,,,,166-07,,,,,,,,166-07,,,,,,,,L,,,,,,,,40829001,,,,,,,,33 AVENUE,,,,,,,,1310,43,4049220027,424390,,,42439001,,,167 STREET,,,100166099AA,166-07,166-07,100166007AA,X,,QN,I,,1039974,0219096,40.767660384992794,40.76786863191193,0092151,4,4,5378,5378,4537804300,4537804300,04300,04300,01,-73.79903189177712,-73.79882909572031,4049220027,424340,,,42434001,,,166 STREET,,,100166001AA,100166007AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0001,0001,,01,0004560,6,109,,,W,,W,01,00,1,A2,4,4,021,,23,7C,407,,ETH,MTH,P,,354,0092151,00260,E,U,,L,L,,100166001AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42407,0059167,01,T,40829001,FLUSHING,,C,1039918,1040126,1039868,0000000,0219020,0218996,0219022,0000000,11358
,26,4052510045,4,05251,0045,,1,33 AVENUE,40829001,4,4118784,,3005,2006,,1141  ,1141  ,1141  ,19,06,1,407,4,07,25,0000000000,,06,0000,,E,,,01,,4,302,059,52,144,L,14,QUEENS,40829001010,33 AVENUE,0056069,01,0003884,1B,00,01,08290,08290,,,,,,,4,4,,,,,,,4118784,4484304,,,,,,,01,01,,,,,,,,,,,,,,,166-12,166-12 GAR,,,,,,,166-12,166-12 GAR,,,,,,,R,R,,,,,,,40829001,40829001,,,,,,,33 AVENUE,33 AVENUE,,,,,,,1310,43,4052510045,424390,,,42439001,,,167 STREET,,,100166098AA,166-12,166-12,100166012AA,X,,QN,I,,1040002,0218925,40.767641102584726,40.76739910596774,0092151,4,4,5378,5378,4537804300,4537804300,04300,04300,01,-73.79899223859519,-73.79872943085661,4052510045,424340,,,42434001,,,166 STREET,,,100166000AA,100166012AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0002,0002,,01,0004560,6,109,,,W,,W,01,00,1,A1,9,4,021,,23,7C,407,,ETH,MTH,P,,354,0092151,00260,E,U,,R,R,,100166000AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42601,0059167,01,T,40829001,FLUSHING,,C,1039929,1040126,1039868,0000000,0219013,0218996,0219022,0000000,11358
,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,QUEENS,,15   33 AVENUE,,,,1B,EE,EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166-13/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'15 33RD AVE,' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES.","'15 33RD AVE,' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES.",,,,,,,,,,04,,,,,,4,4,4,4,EE,EE,,,,,,,,,,,,,,,,,,,,,,,,,,40614001,,40614501,40614801,40615001,,,,,,15 AVENUE,,"15 33RD AVE,",15 DRIVE,15 PLACE,15 ROAD,,,,,,,,,,,,,,C,,,,,,,,,
,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,QUEENS,40829001010,33 AVENUE,,,,1B,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166-13/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDRESS NBR 166-13/15  CONTAINS AN INVALID CHARACTER(/) IN POSITION 7.,ADDRESS NBR 166-13/15  CONTAINS AN INVALID CHARACTER(/) IN POSITION 7.,,,,,,,,,,,,,,,,1,1,1,1,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33RD AVE ,",,,,,,,,,,,,,,,,,C,,,,,,,,,
,26,4049220022,4,04922,0022,,1,33 AVENUE,40829001,4,4111471,,3002,2005,,1141  ,1141  ,1141  ,19,06,1,407,4,07,25,0000000000,,06,,NW,E,,,01,,4,303,059,52,144,L,14,QUEENS,40829001010,33 AVENUE,0056069,01,0003884,1B,00,01,08290,08290,,,,,,,4,4,,,,,,,4111471,4483394,,,,,,,01,01,,,,,,,,,,,,,,,166-17,166-17 GAR,,,,,,,166-17,166-17 GAR,,,,,,,L,L,,,,,,,40829001,40829001,,,,,,,33 AVENUE,33 AVENUE,,,,,,,1310,43,4049220022,424390,,,42439001,,,167 STREET,,,100166099AA,166-17,166-17,100166017AA,X,,QN,I,,1040074,0219086,40.76765477586154,40.76784055367262,0092151,4,4,5378,5378,4537804300,4537804300,04300,04300,01,-73.79896331632618,-73.79846816701374,4049220022,424340,,,42434001,,,166 STREET,,,100166001AA,100166017AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0002,0002,,01,0004560,6,109,,,W,,W,01,00,1,A1,5,4,021,,23,7C,407,,ETH,MTH,P,,354,0092151,00260,E,U,,L,L,,100166001AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42407,0059167,01,T,40829001,FLUSHING,,C,1039937,1040126,1039868,0000000,0219018,0218996,0219022,0000000,11358
,26,4049230029,4,04923,0029,,1,33 AVENUE,40829001,4,4111492,,3003,2004,,1141  ,1141  ,1141  ,19,06,1,407,4,07,25,0000000000,,06,,NE,E,,,01,,4,304,059,52,144,L,14,QUEENS,40829001010,33 AVENUE,0059167,01,0003885,1B,00,01,08290,24390,08290,,,,,,4,4,4,,,,,,4111492,4111492,4446058,,,,,,01,01,01,,,,,,,,,,,,,,167-01,32-35,167-01 GAR,,,,,,167-01,32-35,167-01 GAR,,,,,,L,L,L,,,,,,40829001,42439001,40829001,,,,,,33 AVENUE,167 STREET,33 AVENUE,,,,,,1310,43,4049230029,424490,,,42449001,,,168 STREET,,,100167099AA,167-01,167-01,100167001AA,X,,QN,I,,1040194,0219074,40.76759020783588,40.76780685829283,0097063,4,4,5378,5378,4537804310,4537804310,04310,04310,01,-73.79814040349652,-73.79803505296759,4049230029,424390,,,42439001,,,167 STREET,,,100167001AA,100167001AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0003,0002,,02,0004561,6,109,,,W,,W,01,00,1,A1,8,4,022,,23,7C,407,,ETH,MTH,P,,354,0097063,00260,E,U,,L,L,,100167001AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42407,0059169,01,T,40829001,FLUSHING,,C,1040165,1040385,1040126,0000000,0218995,0218969,0218996,0000000,11358
,26,4049230027,4,04923,0027,,1,33 AVENUE,40829001,4,4111491,,3003,2004,,1141  ,1141  ,1141  ,19,06,1,407,4,07,25,0000000000,,06,0000,,E,,,01,,4,304,059,52,144,L,14,QUEENS,40829001010,33 AVENUE,0059167,01,0003885,1B,00,01,08290,08290,,,,,,,4,4,,,,,,,4111491,4483401,,,,,,,01,01,,,,,,,,,,,,,,,167-11,167-11 GAR,,,,,,,167-11,167-11 GAR,,,,,,,L,L,,,,,,,40829001,40829001,,,,,,,33 AVENUE,33 AVENUE,,,,,,,1310,43,4049230027,424490,,,42449001,,,168 STREET,,,100167099AA,167-11,167-11,100167011AA,X,,QN,I,,1040244,0219069,40.76758459817396,40.76779281807067,0097063,4,4,5378,5378,4537804310,4537804310,04310,04310,01,-73.79807182819292,-73.79785458891104,4049230027,424390,,,42439001,,,167 STREET,,,100167001AA,100167011AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0002,0002,,01,0004561,6,109,,,W,,W,01,00,1,A1,2,4,022,,23,7C,407,,ETH,MTH,P,,354,0097063,00260,E,U,,L,L,,100167001AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42407,0059169,01,T,40829001,FLUSHING,,C,1040184,1040385,1040126,0000000,0218993,0218969,0218996,0000000,11358
,26,4052520137,4,05252,0137,,1,33 AVENUE,40829001,4,4118838,,3004,2007,,1141  ,1141  ,1141  ,19,06,1,407,4,07,25,0000000000,,06,0000,,E,,,01,,4,301,059,52,144,L,14,QUEENS,40829001010,33 AVENUE,0059167,01,0003885,1B,00,01,08290,08290,,,,,,,4,4,,,,,,,4118838,4572202,,,,,,,01,01,,,,,,,,,,,,,,,167-12,167-12 GAR,,,,,,,167-12,167-12 GAR,,,,,,,R,R,,,,,,,40829001,40829001,,,,,,,33 AVENUE,33 AVENUE,,,,,,,1310,43,4052520137,424490,,,42449001,,,168 STREET,,,100167098AA,167-12,167-12,100167012AA,X,,QN,I,,1040227,0218901,40.76756811079205,40.76733181053216,0097063,4,4,5378,5378,4537804310,4537804310,04310,04310,01,-73.79806104782087,-73.79791736000702,4052520137,424390,,,42439001,,,167 STREET,,,100167000AA,100167012AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0002,0002,,01,0004561,6,109,,,W,,W,01,00,1,A1,2,4,022,,23,7C,407,,ETH,MTH,P,,354,0097063,00260,E,U,,R,R,,100167000AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42601,0059169,01,T,40829001,FLUSHING,,C,1040187,1040385,1040126,0000000,0218987,0218969,0218996,0000000,11358
,26,4052520038,4,05252,0038,,1,33 AVENUE,40829001,4,4118820,,3004,2007,,1141  ,1141  ,1141  ,19,06,1,407,4,07,25,0000000000,,06,0000,,E,,,01,,4,301,059,52,144,L,14,QUEENS,40829001010,33 AVENUE,0059167,01,0003885,1B,00,01,08290,08290,,,,,,,4,4,,,,,,,4118820,4572186,,,,,,,01,01,,,,,,,,,,,,,,,167-14,167-14 GAR,,,,,,,167-14,167-14 GAR,,,,,,,R,R,,,,,,,40829001,40829001,,,,,,,33 AVENUE,33 AVENUE,,,,,,,1310,43,4052520038,424490,,,42449001,,,168 STREET,,,100167098AA,167-14,167-14,100167014AA,X,,QN,I,,1040267,0218897,40.76756534707573,40.767320578228784,0097063,4,4,5378,5378,4537804310,4537804310,04310,04310,01,-73.79805022583983,-73.79777298980531,4052520038,424390,,,42439001,,,167 STREET,,,100167000AA,100167014AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0002,0002,,01,0004561,6,109,,,W,,W,01,00,1,A1,2,4,022,,23,7C,407,,ETH,MTH,P,,354,0097063,00260,E,U,,R,R,,100167000AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42601,0059169,01,T,40829001,FLUSHING,,C,1040190,1040385,1040126,0000000,0218986,0218969,0218996,0000000,11358
,26,4052530044,4,05253,0044,,1,33 AVENUE,40829001,4,4118856,,2004,2008,,1141  ,1141  ,1141  ,19,06,1,407,4,07,25,0000000000,,06,,SE,E,,,01,,4,208,059,53,320,E,14,QUEENS,40829001010,33 AVENUE,0059169,01,0003886,1B,00,01,08290,24490,08290,,,,,,4,4,4,,,,,,4118856,4118856,4446039,,,,,,01,01,01,,,,,,,,,,,,,,168-02,33-05,168-02 GAR,,,,,,168-02,33-05,168-02 GAR,,,,,,R,L,R,,,,,,40829001,42449001,40829001,,,,,,33 AVENUE,168 STREET,33 AVENUE,,,,,,1310,43,4052530044,424540,,,42454001,,,169 STREET,,,100168098AA,168-02,168-02,100168002AA,X,,QN,I,,1040435,0218878,40.76749797060726,40.767267362165434,0097067,4,4,5378,5378,4537804320,4537804320,04320,04320,01,-73.79719483248047,-73.79716665388032,4052530044,424490,,,42449001,,,168 STREET,,,100168000AA,100168002AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0003,0002,,03,0004562,6,109,,,W,,W,01,00,1,A1,8,4,022,,23,7C,407,,ETH,MTH,P,,354,0097067,00260,E,U,,R,R,,100168000AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42601,0059171,01,T,40829001,FLUSHING,,C,1040427,1040643,1040385,0000000,0218962,0218944,0218969,0000000,11358
,26,4049290028,4,04929,0028,,1,33 AVENUE,40829001,4,4111606,,2003,2003,,1141  ,1141  ,1141  ,19,06,1,407,4,07,25,0000000000,,06,0000,,E,,,01,,4,201,059,53,320,E,14,QUEENS,40829001010,33 AVENUE,0059169,01,0003886,1B,00,01,08290,08290,,,,,,,4,4,,,,,,,4111606,4483473,,,,,,,01,01,,,,,,,,,,,,,,,168-09,168-09 GAR,,,,,,,168-09,168-09 GAR,,,,,,,L,L,,,,,,,40829001,40829001,,,,,,,33 AVENUE,33 AVENUE,,,,,,,1310,43,4049290028,424540,,,42454001,,,169 STREET,,,100168099AA,168-09,168-09,100168009AA,X,,QN,I,,1040502,0219047,40.76751161801019,40.7677307960177,0097067,4,4,5378,5378,4537804320,4537804320,04320,04320,01,-73.79715146951196,-73.79692336378511,4049290028,424490,,,42449001,,,168 STREET,,,100168001AA,100168009AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0002,0002,,01,0004562,6,109,,,W,,W,01,00,1,A1,7,4,022,,23,7C,407,,ETH,MTH,P,,354,0097067,00260,E,U,,L,L,,100168001AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42407,0059171,01,T,40829001,FLUSHING,,C,1040439,1040643,1040385,0000000,0218967,0218944,0218969,0000000,11358
,26,4052530047,4,05253,0047,,1,33 AVENUE,40829001,4,4118857,,2004,2008,,1141  ,1141  ,1141  ,19,06,1,407,4,07,25,0000000000,,06,0000,,E,,,01,,4,208,059,53,320,E,14,QUEENS,40829001010,33 AVENUE,0059169,01,0003886,1B,00,01,08290,,,,,,,,4,,,,,,,,4118857,,,,,,,,01,,,,,,,,,,,,,,,,168-10,,,,,,,,168-10,,,,,,,,R,,,,,,,,40829001,,,,,,,,33 AVENUE,,,,,,,,1310,43,4052530047,424540,,,42454001,,,169 STREET,,,100168098AA,168-10,168-10,100168010AA,X,,QN,I,,1040485,0218873,40.76749238580866,40.76725332058199,0097067,4,4,5378,5378,4537804320,4537804320,04320,04320,01,-73.79714069773995,-73.79698619146873,4052530047,424490,,,42449001,,,168 STREET,,,100168000AA,100168010AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0001,0001,,01,0004562,6,109,,,W,,W,01,00,1,A1,1,4,022,,23,7C,407,,ETH,MTH,P,,354,0097067,00260,E,U,,R,R,,100168000AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42601,0059171,01,T,40829001,FLUSHING,,C,1040442,1040643,1040385,0000000,0218960,0218944,0218969,0000000,11358
,26,4052530049,4,05253,0049,,1,33 AVENUE,40829001,4,4118858,,2004,2008,,1141  ,1141  ,1141  ,19,06,1,407,4,07,25,0000000000,,06,0000,,E,,,01,,4,208,059,53,320,E,14,QUEENS,40829001010,33 AVENUE,0059169,01,0003886,1B,00,01,08290,08290,,,,,,,4,4,,,,,,,4118858,4572241,,,,,,,01,01,,,,,,,,,,,,,,,168-12,168-12 GAR,,,,,,,168-12,168-12 GAR,,,,,,,R,R,,,,,,,40829001,40829001,,,,,,,33 AVENUE,33 AVENUE,,,,,,,1310,43,4052530049,424540,,,42454001,,,169 STREET,,,100168098AA,168-12,168-12,100168012AA,X,,QN,I,,1040525,0218869,40.7674923603825,40.76724208711167,0097067,4,4,5378,5378,4537804320,4537804320,04320,04320,01,-73.7971262573515,-73.79684182159423,4052530049,424490,,,42449001,,,168 STREET,,,100168000AA,100168012AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0002,0002,,01,0004562,6,109,,,W,,W,01,00,1,A1,7,4,022,,23,7C,407,,ETH,MTH,P,,354,0097067,00260,E,U,,R,R,,100168000AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42601,0059171,01,T,40829001,FLUSHING,,C,1040446,1040643,1040385,0000000,0218960,0218944,0218969,0000000,11358
