"GRC","ReasonCode","BadRecordId","uid","hn","street","boro","state"
"99"," ",857,91470,"37-51","78TH ST","QUEENS","NY"
"99"," ",858,91485,"37-53","78TH ST","QUEENS","NY"
"99"," ",859,91495,"37-55","78TH ST","QUEENS","NY"
"99"," ",860,91507,"37-57","78TH ST","QUEENS","NY"
"99"," ",861,90065,"33-16","79TH ST","QUEENS","NY"
"99"," ",862,91259,"37-14","79TH ST","QUEENS","NY"
"99"," ",863,91274,"37-16","79TH ST","QUEENS","NY"
"99"," ",864,91286,"37-18","79TH ST","QUEENS","NY"
"99"," ",865,91298,"37-20","79TH ST","QUEENS","NY"
"99"," ",866,91314,"37-22","79TH ST","QUEENS","NY"
"99"," ",867,91324,"37-24","79TH ST","QUEENS","NY"
"99"," ",868,91333,"37-26","79TH ST","QUEENS","NY"
"99"," ",869,91346,"37-28","79TH ST","QUEENS","NY"
"99"," ",870,91356,"37-30","79TH ST","QUEENS","NY"
"99"," ",871,91366,"37-32","79TH ST","QUEENS","NY"
"99"," ",872,91377,"37-34","79TH ST","QUEENS","NY"
"99"," ",873,91385,"37-36","79TH ST","QUEENS","NY"
"99"," ",874,91397,"37-38","79TH ST","QUEENS","NY"
"99"," ",875,91407,"37-40","79TH ST","QUEENS","NY"
"99"," ",876,91420,"37-42","79TH ST","QUEENS","NY"
"99"," ",877,91433,"37-44","79TH ST","QUEENS","NY"
"99"," ",878,91441,"37-46","79TH ST","QUEENS","NY"
"99"," ",879,91452,"37-48","79TH ST","QUEENS","NY"
"99"," ",880,91462,"37-50","79TH ST","QUEENS","NY"
"99"," ",881,91479,"37-52","79TH ST","QUEENS","NY"
"99"," ",882,91490,"37-54","79TH ST","QUEENS","NY"
"99"," ",883,91501,"37-56","79TH ST","QUEENS","NY"
"99"," ",884,91515,"37-58","79TH ST","QUEENS","NY"
"99"," ",885,90290,"33-33","79TH ST","QUEENS","NY"
"99"," ",886,90645,"34-27","79TH ST","QUEENS","NY"
"99"," ",887,90701,"34-33","79TH ST","QUEENS","NY"
"99"," ",888,90791,"34-41","79TH ST","QUEENS","NY"
"99"," ",889,90881,"34-49","79TH ST","QUEENS","NY"
"99"," ",890,90654,"34-28","80TH ST","QUEENS","NY"
"99"," ",891,90715,"34-34","80TH ST","QUEENS","NY"
"99"," ",892,90803,"34-42","80TH ST","QUEENS","NY"
"99"," ",893,90891,"34-50","80TH ST","QUEENS","NY"
"99"," ",894,91664,"","ST","QUEENS","NY"
"99"," ",895,91412,"37-41","79TH ST","QUEENS","NY"
"99"," ",896,91438,"37-45","79TH ST","QUEENS","NY"
"99"," ",897,91421,"37-42","80TH ST","QUEENS","NY"
"99"," ",898,91442,"37-46","80TH ST","QUEENS","NY"
"99"," ",899,91471,"37-51","79TH ST","QUEENS","NY"
"99"," ",900,91496,"37-55","79TH ST","QUEENS","NY"
"99"," ",901,91480,"37-52","80TH ST","QUEENS","NY"
"99"," ",902,91502,"37-56","80TH ST","QUEENS","NY"
"99"," ",903,90978,"35-21","79TH ST","QUEENS","NY"
"99"," ",904,91134,"35-45","79TH ST","QUEENS","NY"
"99"," ",905,91267,"37-15","79TH ST","QUEENS","NY"
"99"," ",906,91306,"37-21","79TH ST","QUEENS","NY"
"99"," ",907,91338,"37-27","79TH ST","QUEENS","NY"
"99"," ",908,91362,"37-31","79TH ST","QUEENS","NY"
"99"," ",909,91275,"37-16","80TH ST","QUEENS","NY"
"99"," ",910,91315,"37-22","80TH ST","QUEENS","NY"
"99"," ",911,91347,"37-28","80TH ST","QUEENS","NY"
"99"," ",912,91367,"37-32","80TH ST","QUEENS","NY"
"99"," ",913,91665,"","ST","QUEENS","NY"
"99"," ",914,91663,"","ST","QUEENS","NY"
"99"," ",915,90951,"35-16","80TH ST","QUEENS","NY"
"99"," ",916,90984,"35-22","80TH ST","QUEENS","NY"
"99"," ",917,91020,"35-28","80TH ST","QUEENS","NY"
"99"," ",918,91073,"35-36","80TH ST","QUEENS","NY"
"99"," ",919,91113,"35-42","80TH ST","QUEENS","NY"
"99"," ",920,91157,"35-48","80TH ST","QUEENS","NY"
"99"," ",921,91206,"35-54","80TH ST","QUEENS","NY"
"99"," ",922,91673,"","ST","QUEENS","NY"
"99"," ",923,90052,"33-15","80TH ST","QUEENS","NY"
"99"," ",924,90211,"33-27","80TH ST","QUEENS","NY"
"99"," ",925,90365,"33-39","80TH ST","QUEENS","NY"
"99"," ",926,90473,"33-51","80TH ST","QUEENS","NY"
"99"," ",927,90066,"33-16","81ST ST","QUEENS","NY"
"99"," ",928,90225,"33-28","81ST ST","QUEENS","NY"
"99"," ",929,90379,"33-40","81ST ST","QUEENS","NY"
"99"," ",930,90477,"33-52","81ST ST","QUEENS","NY"
"99"," ",931,91674,"","ST","QUEENS","NY"
"99"," ",932,90515,"34-13","80TH ST","QUEENS","NY"
"99"," ",933,90589,"34-21","80TH ST","QUEENS","NY"
"99"," ",934,90661,"34-29","80TH ST","QUEENS","NY"
"99"," ",935,90679,"34-31","80TH ST","QUEENS","NY"
"99"," ",936,90748,"34-37","80TH ST","QUEENS","NY"
"99"," ",937,90856,"34-47","80TH ST","QUEENS","NY"
"99"," ",938,90500,"34-06","81ST ST","QUEENS","NY"
"99"," ",939,90520,"34-14","81ST ST","QUEENS","NY"
"99"," ",940,90598,"34-22","81ST ST","QUEENS","NY"
"99"," ",941,90670,"34-30","81ST ST","QUEENS","NY"
"99"," ",942,90757,"34-38","81ST ST","QUEENS","NY"
"99"," ",943,90870,"34-48","81ST ST","QUEENS","NY"
"99"," ",944,91773,"8OTH","ST","QUEENS","NY"
"99"," ",945,90941,"35-15","80TH ST","QUEENS","NY"
"99"," ",946,90979,"35-21","80TH ST","QUEENS","NY"
"99"," ",947,91025,"35-29","80TH ST","QUEENS","NY"
"99"," ",948,91062,"35-35","80TH ST","QUEENS","NY"
"99"," ",949,91117,"35-43","80TH ST","QUEENS","NY"
"99"," ",950,91166,"35-49","80TH ST","QUEENS","NY"
"99"," ",951,91216,"35-55","80TH ST","QUEENS","NY"
"99"," ",952,91675,"","ST","QUEENS","NY"
"99"," ",953,91307,"37-21","80TH ST","QUEENS","NY"
"99"," ",954,91372,"37-33","80TH ST","QUEENS","NY"
"99"," ",955,91427,"37-43","80TH ST","QUEENS","NY"
"99"," ",956,91472,"37-51","80TH ST","QUEENS","NY"
"99"," ",957,91508,"37-57","80TH ST","QUEENS","NY"
"99"," ",958,91032,"35-30","81ST ST","QUEENS","NY"
"99"," ",959,91174,"35-50","81ST ST","QUEENS","NY"
"99"," ",960,91299,"37-20","81ST ST","QUEENS","NY"
"99"," ",961,91357,"37-30","81ST ST","QUEENS","NY"
"99"," ",962,91408,"37-40","81ST ST","QUEENS","NY"
"99"," ",963,91443,"37-46","81ST ST","QUEENS","NY"
"99"," ",964,91463,"37-50","81ST ST","QUEENS","NY"
"99"," ",965,91491,"37-54","81ST ST","QUEENS","NY"
"99"," ",966,91516,"37-58","81ST ST","QUEENS","NY"
"99"," ",967,90053,"33-15","81ST ST","QUEENS","NY"
"99"," ",968,90185,"33-25","81ST ST","QUEENS","NY"
"99"," ",969,90320,"33-35","81ST ST","QUEENS","NY"
"99"," ",970,90680,"34-31","81ST ST","QUEENS","NY"
"99"," ",971,90980,"35-21","81ST ST","QUEENS","NY"
"99"," ",972,91012,"35-27","81ST ST","QUEENS","NY"
"99"," ",973,91135,"35-45","81ST ST","QUEENS","NY"
"99"," ",974,91184,"35-51","81ST ST","QUEENS","NY"
"99"," ",975,91233,"35-59","81ST ST","QUEENS","NY"
"99"," ",976,91268,"37-15","81ST ST","QUEENS","NY"
"99"," ",977,91329,"37-25","81ST ST","QUEENS","NY"
"99"," ",978,91413,"37-41","81ST ST","QUEENS","NY"
"99"," ",979,91497,"37-55","81ST ST","QUEENS","NY"
"99"," ",980,91509,"37-57","81ST ST","QUEENS","NY"
"99"," ",981,91520,"37-59","81ST ST","QUEENS","NY"
"99"," ",982,91528,"37-61","81ST ST","QUEENS","NY"
"99"," ",983,91529,"37-63","81ST ST","QUEENS","NY"
"99"," ",984,90067,"33-16","82ND ST","QUEENS","NY"
"99"," ",985,90199,"33-26","82ND ST","QUEENS","NY"
"99"," ",986,90501,"34-06","82ND ST","QUEENS","NY"
"99"," ",987,90617,"34-24","82ND ST","QUEENS","NY"
"99"," ",988,90826,"34-44","82ND ST","QUEENS","NY"
"99"," ",989,90952,"35-16","82ND ST","QUEENS","NY"
"99"," ",990,90974,"35-20","82ND ST","QUEENS","NY"
"99"," ",991,91007,"35-26","82ND ST","QUEENS","NY"
"99"," ",992,91033,"35-30","82ND ST","QUEENS","NY"
"99"," ",993,91099,"35-40","82ND ST","QUEENS","NY"
"99"," ",994,91175,"35-50","82ND ST","QUEENS","NY"
"99"," ",995,91242,"37-02-08","82ND ST","QUEENS","NY"
"99"," ",996,91255,"37-12-32","82ND ST","QUEENS","NY"
"99"," ",997,91434,"37-44","82ND ST","QUEENS","NY"
"99"," ",998,91446,"37-46-50","82ND ST","QUEENS","NY"
"99"," ",999,91484,"37-52-58","82ND ST","QUEENS","NY"
"99"," ",1000,91524,"37-60","82ND ST","QUEENS","NY"
"99"," ",1001,91530,"37-66","82ND ST","QUEENS","NY"
"99"," ",1002,90001,"33-05","82ND ST","QUEENS","NY"
"99"," ",1003,90012,"33-11","82ND ST","QUEENS","NY"
"99"," ",1004,90081,"33-17","82ND ST","QUEENS","NY"
"99"," ",1005,90132,"33-21","82ND ST","QUEENS","NY"
"99"," ",1006,90291,"33-33","82ND ST","QUEENS","NY"
"99"," ",1007,90481,"33-53","82ND ST","QUEENS","NY"
"99"," ",1008,90486,"33-54","83RD ST","QUEENS","NY"
"99"," ",1009,90627,"34-25","82ND ST","QUEENS","NY"
"99"," ",1010,90918,"34-57","82ND ST","QUEENS","NY"
"99"," ",1011,91063,"35-35","82ND ST","QUEENS","NY"
"99"," ",1012,91136,"35-45","82ND ST","QUEENS","NY"
"99"," ",1013,91185,"35-51","82ND ST","QUEENS","NY"
"99"," ",1014,91241,"37-01-07","82ND ST","QUEENS","NY"
"99"," ",1015,90681,"34-31","82ND ST","QUEENS","NY"
"99"," ",1016,90726,"34-35","82ND ST","QUEENS","NY"
"99"," ",1017,90767,"34-39","82ND ST","QUEENS","NY"
"99"," ",1018,90814,"34-43","82ND ST","QUEENS","NY"
"99"," ",1019,90857,"34-47","82ND ST","QUEENS","NY"
"99"," ",1020,90900,"34-51","82ND ST","QUEENS","NY"
"99"," ",1021,91250,"37-11-39","82ND ST","QUEENS","NY"
"99"," ",1022,91414,"37-41","82ND ST","QUEENS","NY"
"99"," ",1023,91448,"37-47","82ND ST","QUEENS","NY"
"99"," ",1024,91456,"37-49","82ND ST","QUEENS","NY"
"99"," ",1025,91473,"37-51","82ND ST","QUEENS","NY"
"99"," ",1026,91486,"37-53","82ND ST","QUEENS","NY"
"99"," ",1027,91498,"37-55","82ND ST","QUEENS","NY"
"99"," ",1028,91510,"37-57","82ND ST","QUEENS","NY"
"99"," ",1029,91521,"37-59","82ND ST","QUEENS","NY"
"99"," ",1030,90096,"33-18","83RD ST","QUEENS","NY"
"99"," ",1031,90119,"33-20","83RD ST","QUEENS","NY"
"99"," ",1032,90147,"33-22","83RD ST","QUEENS","NY"
"99"," ",1033,90171,"33-24","83RD ST","QUEENS","NY"
"99"," ",1034,90200,"33-26","83RD ST","QUEENS","NY"
"99"," ",1035,90226,"33-28","83RD ST","QUEENS","NY"
"99"," ",1036,90251,"33-30","83RD ST","QUEENS","NY"
"99"," ",1037,90277,"33-32","83RD ST","QUEENS","NY"
"99"," ",1038,90306,"33-34","83RD ST","QUEENS","NY"
"99"," ",1039,90352,"33-38","83RD ST","QUEENS","NY"
"99"," ",1040,90380,"33-40","83RD ST","QUEENS","NY"
"99"," ",1041,90406,"33-42","83RD ST","QUEENS","NY"
"99"," ",1042,90429,"33-44","83RD ST","QUEENS","NY"
"99"," ",1043,90577,"34-20","83RD ST","QUEENS","NY"
"99"," ",1044,90692,"34-32","83RD ST","QUEENS","NY"
"99"," ",1045,90716,"34-34","83RD ST","QUEENS","NY"
"99"," ",1046,90737,"34-36","83RD ST","QUEENS","NY"
"99"," ",1047,90758,"34-38","83RD ST","QUEENS","NY"
"99"," ",1048,90780,"34-40","83RD ST","QUEENS","NY"
"99"," ",1049,90804,"34-42","83RD ST","QUEENS","NY"
"99"," ",1050,90827,"34-44","83RD ST","QUEENS","NY"
"99"," ",1051,90846,"34-46","83RD ST","QUEENS","NY"
"99"," ",1052,90871,"34-48","83RD ST","QUEENS","NY"
"99"," ",1053,90892,"34-50","83RD ST","QUEENS","NY"
"99"," ",1054,91100,"35-40","83RD ST","QUEENS","NY"
"99"," ",1055,91207,"35-54","83RD ST","QUEENS","NY"
"99"," ",1056,91276,"37-16","83RD ST","QUEENS","NY"
"99"," ",1057,91300,"37-20","83RD ST","QUEENS","NY"
"99"," ",1058,91464,"37-50","83RD ST","QUEENS","NY"
"99"," ",1059,91444,"37-46","83RD ST","QUEENS","NY"
"99"," ",1060,91453,"37-48","83RD ST","QUEENS","NY"
"99"," ",1061,91465,"37-50","83RD ST","QUEENS","NY"
"99"," ",1062,91481,"37-52","83RD ST","QUEENS","NY"
"99"," ",1063,91492,"37-54","83RD ST","QUEENS","NY"
"99"," ",1064,91503,"37-56","83RD ST","QUEENS","NY"
"99"," ",1065,91517,"37-58","83RD ST","QUEENS","NY"
"99"," ",1066,91525,"37-60","83RD ST","QUEENS","NY"
"99"," ",1067,90082,"33-17","83RD ST","QUEENS","NY"
"99"," ",1068,90133,"33-21","83RD ST","QUEENS","NY"
"99"," ",1069,90186,"33-25","83RD ST","QUEENS","NY"
"99"," ",1070,90212,"33-27","83RD ST","QUEENS","NY"
"99"," ",1071,90292,"33-33","83RD ST","QUEENS","NY"
"99"," ",1072,90340,"33-37","83RD ST","QUEENS","NY"
"99"," ",1073,90393,"33-41","83RD ST","QUEENS","NY"
"99"," ",1074,90420,"33-43","83RD ST","QUEENS","NY"
"99"," ",1075,90468,"33-49","83RD ST","QUEENS","NY"
"99"," ",1076,90506,"34-09","83RD ST","QUEENS","NY"
"99"," ",1077,90509,"34-10","84TH ST","QUEENS","NY"
"99"," ",1078,90530,"34-15","83RD ST","QUEENS","NY"
"99"," ",1079,90564,"34-19","83RD ST","QUEENS","NY"
"99"," ",1080,90590,"34-21","83RD ST","QUEENS","NY"
"99"," ",1081,90606,"34-23","83RD ST","QUEENS","NY"
"99"," ",1082,90628,"34-25","83RD ST","QUEENS","NY"
"99"," ",1083,90662,"34-29","83RD ST","QUEENS","NY"
"99"," ",1084,90682,"34-31","83RD ST","QUEENS","NY"
"99"," ",1085,90702,"34-33","83RD ST","QUEENS","NY"
"99"," ",1086,90727,"34-35","83RD ST","QUEENS","NY"
"99"," ",1087,90749,"34-37","83RD ST","QUEENS","NY"
"99"," ",1088,90792,"34-41","83RD ST","QUEENS","NY"
"99"," ",1089,90815,"34-43","83RD ST","QUEENS","NY"
"99"," ",1090,90836,"34-45","83RD ST","QUEENS","NY"
"99"," ",1091,90858,"34-47","83RD ST","QUEENS","NY"
"99"," ",1092,90901,"34-51","83RD ST","QUEENS","NY"
"99"," ",1093,91048,"35-33","83RD ST","QUEENS","NY"
"99"," ",1094,91711,"","ST","QUEENS","NY"
"99"," ",1095,91167,"35-49","83RD ST","QUEENS","NY"
"99"," ",1096,91269,"37-15","83RD ST","QUEENS","NY"
"99"," ",1097,91293,"37-19","83RD ST","QUEENS","NY"
"99"," ",1098,91322,"37-23","83RD ST","QUEENS","NY"
"99"," ",1099,91373,"37-33","83RD ST","QUEENS","NY"
"99"," ",1100,91392,"37-37","83RD ST","QUEENS","NY"
"99"," ",1101,91415,"37-41","83RD ST","QUEENS","NY"
"99"," ",1102,91457,"37-49","83RD ST","QUEENS","NY"
"99"," ",1103,91487,"37-53","83RD ST","QUEENS","NY"
"99"," ",1104,91511,"37-57","83RD ST","QUEENS","NY"
"99"," ",1105,91712,"","ST","QUEENS","NY"
"99"," ",1106,90045,"33-14-16","84TH ST","QUEENS","NY"
"99"," ",1107,90101,"33-18-20","84TH ST","QUEENS","NY"
"99"," ",1108,90152,"33-22-24","84TH ST","QUEENS","NY"
"99"," ",1109,90205,"33-26-28","84TH ST","QUEENS","NY"
"99"," ",1110,90257,"33-30/32","84TH ST","QUEENS","NY"
"99"," ",1111,90312,"33-34/36","84TH ST","QUEENS","NY"
"99"," ",1112,90357,"33-38/40","84TH ST","QUEENS","NY"
"99"," ",1113,90413,"33-42/44","84TH ST","QUEENS","NY"
"99"," ",1114,90456,"33-46-48","84TH ST","QUEENS","NY"
"99"," ",1115,90540,"34-16","84TH ST","QUEENS","NY"
"99"," ",1116,90578,"34-20","84TH ST","QUEENS","NY"
"99"," ",1117,90599,"34-22","84TH ST","QUEENS","NY"
"99"," ",1118,90618,"34-24","84TH ST","QUEENS","NY"
"99"," ",1119,90637,"34-26","84TH ST","QUEENS","NY"
"99"," ",1120,90671,"34-30","84TH ST","QUEENS","NY"
"99"," ",1121,90693,"34-32","84TH ST","QUEENS","NY"
"99"," ",1122,90717,"34-34","84TH ST","QUEENS","NY"
"99"," ",1123,90738,"34-36","84TH ST","QUEENS","NY"
"99"," ",1124,90759,"34-38","84TH ST","QUEENS","NY"
"99"," ",1125,90805,"34-42","84TH ST","QUEENS","NY"
"99"," ",1126,90828,"34-44","84TH ST","QUEENS","NY"
"99"," ",1127,90847,"34-46","84TH ST","QUEENS","NY"
"99"," ",1128,90872,"34-48","84TH ST","QUEENS","NY"
"99"," ",1129,90910,"34-52","84TH ST","QUEENS","NY"
"99"," ",1130,91055,"35-34","84TH ST","QUEENS","NY"
"99"," ",1131,91144,"35-46","84TH ST","QUEENS","NY"
"99"," ",1132,91158,"35-48","84TH ST","QUEENS","NY"
"99"," ",1133,91176,"35-50","84TH ST","QUEENS","NY"
"99"," ",1134,91191,"35-52","84TH ST","QUEENS","NY"
"99"," ",1135,91208,"35-54","84TH ST","QUEENS","NY"
"99"," ",1136,91277,"37-16","84TH ST","QUEENS","NY"
"99"," ",1137,91301,"37-20","84TH ST","QUEENS","NY"
"99"," ",1138,91325,"37-24","84TH ST","QUEENS","NY"
"99"," ",1139,91378,"37-34","84TH ST","QUEENS","NY"
"99"," ",1140,91398,"37-38","84TH ST","QUEENS","NY"
"99"," ",1141,91422,"37-42","84TH ST","QUEENS","NY"
"99"," ",1142,91466,"37-50","84TH ST","QUEENS","NY"
"99"," ",1143,91493,"37-54","84TH ST","QUEENS","NY"
"99"," ",1144,91518,"37-58","84TH ST","QUEENS","NY"
"99"," ",1145,90054,"33-15","84TH ST","QUEENS","NY"
"99"," ",1146,90083,"33-17","84TH ST","QUEENS","NY"
"99"," ",1147,90160,"33-23","84TH ST","QUEENS","NY"
"99"," ",1148,90187,"33-25","84TH ST","QUEENS","NY"
"99"," ",1149,90239,"33-29","84TH ST","QUEENS","NY"
"99"," ",1150,90265,"33-31","84TH ST","QUEENS","NY"
"99"," ",1151,90321,"33-35","84TH ST","QUEENS","NY"
"99"," ",1152,90366,"33-39","84TH ST","QUEENS","NY"
"99"," ",1153,90394,"33-41","84TH ST","QUEENS","NY"
"99"," ",1154,90439,"33-45","84TH ST","QUEENS","NY"
"99"," ",1155,90474,"33-51","84TH ST","QUEENS","NY"
"99"," ",1156,90512,"34-11","84TH ST","QUEENS","NY"
"99"," ",1157,90531,"34-15","84TH ST","QUEENS","NY"
"99"," ",1158,90548,"34-17","84TH ST","QUEENS","NY"
"99"," ",1159,90591,"34-21","84TH ST","QUEENS","NY"
"99"," ",1160,90607,"34-23","84TH ST","QUEENS","NY"
"99"," ",1161,90629,"34-25","84TH ST","QUEENS","NY"
"99"," ",1162,90646,"34-27","84TH ST","QUEENS","NY"
"99"," ",1163,90683,"34-31","84TH ST","QUEENS","NY"
"99"," ",1164,90703,"34-33","84TH ST","QUEENS","NY"
"99"," ",1165,90750,"34-37","84TH ST","QUEENS","NY"
"99"," ",1166,90768,"34-39","84TH ST","QUEENS","NY"
"99"," ",1167,90793,"34-41","84TH ST","QUEENS","NY"
"99"," ",1168,90837,"34-45","84TH ST","QUEENS","NY"
"99"," ",1169,90859,"34-47","84TH ST","QUEENS","NY"
"99"," ",1170,90883,"34-49","84TH ST","QUEENS","NY"
"99"," ",1171,90902,"34-51","84TH ST","QUEENS","NY"
"99"," ",1172,90942,"35-15","84TH ST","QUEENS","NY"
"99"," ",1173,91118,"35-43","84TH ST","QUEENS","NY"
"99"," ",1174,91245,"37-11","84TH ST","QUEENS","NY"
"99"," ",1175,91280,"37-17","84TH ST","QUEENS","NY"
"99"," ",1176,91308,"37-21","84TH ST","QUEENS","NY"
"99"," ",1177,91339,"37-27","84TH ST","QUEENS","NY"
"99"," ",1178,91374,"37-33","84TH ST","QUEENS","NY"
"99"," ",1179,91402,"37-39","84TH ST","QUEENS","NY"
"99"," ",1180,91439,"37-45","84TH ST","QUEENS","NY"
"99"," ",1181,91474,"37-51","84TH ST","QUEENS","NY"
"99"," ",1182,91499,"37-55","84TH ST","QUEENS","NY"
"99"," ",1183,91522,"37-59","84TH ST","QUEENS","NY"
"99"," ",1184,91251,"37-12","85TH ST","QUEENS","NY"
"99"," ",1185,91287,"37-18","85TH ST","QUEENS","NY"
"99"," ",1186,91316,"37-22","85TH ST","QUEENS","NY"
"99"," ",1187,91348,"37-28","85TH ST","QUEENS","NY"
"99"," ",1188,91379,"37-34","85TH ST","QUEENS","NY"
"99"," ",1189,91409,"37-40","85TH ST","QUEENS","NY"
"99"," ",1190,91445,"37-46","85TH ST","QUEENS","NY"
"99"," ",1191,91482,"37-52","85TH ST","QUEENS","NY"
"99"," ",1192,91504,"37-56","85TH ST","QUEENS","NY"
"99"," ",1193,91526,"37-60","85TH ST","QUEENS","NY"
"99"," ",1194,91720,"","ST","QUEENS","NY"
"99"," ",1195,90025,"33-12","85TH ST","QUEENS","NY"
"99"," ",1196,90042,"33-14","85TH ST","QUEENS","NY"
"99"," ",1197,90068,"33-16","85TH ST","QUEENS","NY"
"99"," ",1198,90097,"33-18","85TH ST","QUEENS","NY"
"99"," ",1199,90120,"33-20","85TH ST","QUEENS","NY"
"99"," ",1200,90172,"33-24","85TH ST","QUEENS","NY"
"99"," ",1201,90201,"33-26","85TH ST","QUEENS","NY"
"99"," ",1202,90227,"33-28","85TH ST","QUEENS","NY"
"99"," ",1203,90252,"33-30","85TH ST","QUEENS","NY"
"99"," ",1204,90278,"33-32","85TH ST","QUEENS","NY"
"99"," ",1205,90330,"33-36","85TH ST","QUEENS","NY"
"99"," ",1206,90353,"33-38","85TH ST","QUEENS","NY"
"99"," ",1207,90381,"33-40","85TH ST","QUEENS","NY"
"99"," ",1208,90407,"33-42","85TH ST","QUEENS","NY"
"99"," ",1209,90430,"33-44","85TH ST","QUEENS","NY"
"99"," ",1210,90478,"33-52","85TH ST","QUEENS","NY"
"99"," ",1211,90521,"34-14","85TH ST","QUEENS","NY"
"99"," ",1212,90541,"34-16","85TH ST","QUEENS","NY"
"99"," ",1213,90556,"34-18","85TH ST","QUEENS","NY"
"99"," ",1214,90579,"34-20","85TH ST","QUEENS","NY"
"99"," ",1215,90619,"34-24","85TH ST","QUEENS","NY"
"99"," ",1216,90638,"34-26","85TH ST","QUEENS","NY"
"99"," ",1217,90655,"34-28","85TH ST","QUEENS","NY"
"99"," ",1218,90672,"34-30","85TH ST","QUEENS","NY"
"99"," ",1219,90718,"34-34","85TH ST","QUEENS","NY"
"99"," ",1220,90739,"34-36","85TH ST","QUEENS","NY"
"99"," ",1221,90760,"34-38","85TH ST","QUEENS","NY"
"99"," ",1222,90781,"34-40","85TH ST","QUEENS","NY"
"99"," ",1223,90829,"34-44","85TH ST","QUEENS","NY"
"99"," ",1224,90848,"34-46","85TH ST","QUEENS","NY"
"99"," ",1225,90893,"34-50","85TH ST","QUEENS","NY"
"99"," ",1226,90911,"34-52","85TH ST","QUEENS","NY"
"99"," ",1227,90953,"35-16","85TH ST","QUEENS","NY"
"99"," ",1228,91177,"35-50","85TH ST","QUEENS","NY"
"99"," ",1229,90013,"33-11","85TH ST","QUEENS","NY"
"99"," ",1230,90055,"33-15","85TH ST","QUEENS","NY"
"99"," ",1231,90084,"33-17","85TH ST","QUEENS","NY"
"99"," ",1232,90134,"33-21","85TH ST","QUEENS","NY"
"99"," ",1233,90161,"33-23","85TH ST","QUEENS","NY"
"99"," ",1234,90213,"33-27","85TH ST","QUEENS","NY"
"99"," ",1235,90240,"33-29","85TH ST","QUEENS","NY"
"99"," ",1236,90293,"33-33","85TH ST","QUEENS","NY"
"99"," ",1237,90322,"33-35","85TH ST","QUEENS","NY"
"99"," ",1238,90367,"33-39","85TH ST","QUEENS","NY"
"99"," ",1239,90395,"33-41","85TH ST","QUEENS","NY"
"99"," ",1240,90440,"33-45","85TH ST","QUEENS","NY"
"99"," ",1241,90794,"34-41","85TH ST","QUEENS","NY"
"99"," ",1242,90929,"35-11","85TH ST","QUEENS","NY"
"99"," ",1243,91038,"35-31","85TH ST","QUEENS","NY"
"99"," ",1244,91186,"35-51","85TH ST","QUEENS","NY"
"99"," ",1245,91237,"35-65","85TH ST","QUEENS","NY"
"99"," ",1246,91256,"37-13","85TH ST","QUEENS","NY"
"99"," ",1247,91309,"37-21","85TH ST","QUEENS","NY"
"99"," ",1248,91340,"37-27","85TH ST","QUEENS","NY"
"99"," ",1249,91382,"37-35","85TH ST","QUEENS","NY"
"99"," ",1250,91416,"37-41","85TH ST","QUEENS","NY"
"99"," ",1251,91458,"37-49","85TH ST","QUEENS","NY"
"99"," ",1252,91512,"37-57","85TH ST","QUEENS","NY"
"99"," ",1253,91260,"37-14","86TH ST","QUEENS","NY"
"99"," ",1254,91317,"37-22","86TH ST","QUEENS","NY"
"99"," ",1255,91349,"37-28","86TH ST","QUEENS","NY"
"99"," ",1256,91386,"37-36","86TH ST","QUEENS","NY"
"99"," ",1257,91423,"37-42","86TH ST","QUEENS","NY"
"99"," ",1258,91467,"37-50","86TH ST","QUEENS","NY"
"99"," ",1259,91519,"37-58","86TH ST","QUEENS","NY"
"99"," ",1260,91727,"","ST","QUEENS","NY"
"99"," ",1261,90026,"33-12","86TH ST","QUEENS","NY"
"99"," ",1262,90069,"33-16","86TH ST","QUEENS","NY"
"99"," ",1263,90121,"33-20","86TH ST","QUEENS","NY"
"99"," ",1264,90173,"33-24","86TH ST","QUEENS","NY"
"99"," ",1265,90228,"33-28","86TH ST","QUEENS","NY"
"99"," ",1266,90279,"33-32","86TH ST","QUEENS","NY"
"99"," ",1267,90307,"33-34","86TH ST","QUEENS","NY"
"99"," ",1268,90331,"33-36","86TH ST","QUEENS","NY"
"99"," ",1269,90408,"33-42","86TH ST","QUEENS","NY"
"99"," ",1270,90451,"33-46","86TH ST","QUEENS","NY"
"99"," ",1271,90542,"34-16","86TH ST","QUEENS","NY"
"99"," ",1272,90580,"34-20","86TH ST","QUEENS","NY"
"99"," ",1273,90620,"34-24","86TH ST","QUEENS","NY"
"99"," ",1274,90656,"34-28","86TH ST","QUEENS","NY"
"99"," ",1275,90694,"34-32","86TH ST","QUEENS","NY"
"99"," ",1276,90740,"34-36","86TH ST","QUEENS","NY"
"99"," ",1277,90782,"34-40","86TH ST","QUEENS","NY"
"99"," ",1278,90830,"34-44","86TH ST","QUEENS","NY"
"99"," ",1279,90873,"34-48","86TH ST","QUEENS","NY"
"99"," ",1280,90912,"34-52","86TH ST","QUEENS","NY"
"99"," ",1281,90014,"33-11","86TH ST","QUEENS","NY"
"99"," ",1282,90056,"33-15","86TH ST","QUEENS","NY"
"99"," ",1283,90085,"33-17","86TH ST","QUEENS","NY"
"99"," ",1284,90109,"33-19","86TH ST","QUEENS","NY"
