"GRC","ReasonCode","BadRecordId","uid","hn","street","boro","state"
"99"," ",1,91506,"37-56/60","85TH ST","QUEENS","NY"
"99"," ",2,90153,"33-23","69TH ST","QUEENS","NY"
"99"," ",3,90502,"34-07","73RD ST","QUEENS","NY"
"99"," ",4,91532,"","ST","QUEENS","NY"
"99"," ",5,90019,"33-12","69TH ST","QUEENS","NY"
"99"," ",6,90035,"33-14","69TH ST","QUEENS","NY"
"99"," ",7,90060,"33-16","69TH ST","QUEENS","NY"
"99"," ",8,90088,"33-18","69TH ST","QUEENS","NY"
"99"," ",9,90111,"33-20","69TH ST","QUEENS","NY"
"99"," ",10,90139,"33-22","69TH ST","QUEENS","NY"
"99"," ",11,90163,"33-24","69TH ST","QUEENS","NY"
"99"," ",12,90191,"33-26","69TH ST","QUEENS","NY"
"99"," ",13,90020,"33-12","70TH ST","QUEENS","NY"
"99"," ",14,90036,"33-14","70TH ST","QUEENS","NY"
"99"," ",15,90061,"33-16","70TH ST","QUEENS","NY"
"99"," ",16,90089,"33-18","70TH ST","QUEENS","NY"
"99"," ",17,90112,"33-20","70TH ST","QUEENS","NY"
"99"," ",18,90140,"33-22","70TH ST","QUEENS","NY"
"99"," ",19,90164,"33-24","70TH ST","QUEENS","NY"
"99"," ",20,90192,"33-26","70TH ST","QUEENS","NY"
"99"," ",21,90218,"33-28","70TH ST","QUEENS","NY"
"99"," ",22,90244,"33-30","70TH ST","QUEENS","NY"
"99"," ",23,90270,"33-32","70TH ST","QUEENS","NY"
"99"," ",24,90298,"33-34","70TH ST","QUEENS","NY"
"99"," ",25,90323,"33-36","70TH ST","QUEENS","NY"
"99"," ",26,90345,"33-38","70TH ST","QUEENS","NY"
"99"," ",27,90372,"33-40","70TH ST","QUEENS","NY"
"99"," ",28,90399,"33-42","70TH ST","QUEENS","NY"
"99"," ",29,90424,"33-44","70TH ST","QUEENS","NY"
"99"," ",30,90445,"33-46","70TH ST","QUEENS","NY"
"99"," ",31,90461,"33-48","70TH ST","QUEENS","NY"
"99"," ",32,90433,"33-45","69TH ST","QUEENS","NY"
"99"," ",33,90414,"33-43","69TH ST","QUEENS","NY"
"99"," ",34,90386,"33-41","69TH ST","QUEENS","NY"
"99"," ",35,90358,"33-39","69TH ST","QUEENS","NY"
"99"," ",36,90333,"33-37","69TH ST","QUEENS","NY"
"99"," ",37,90313,"33-35","69TH ST","QUEENS","NY"
"99"," ",38,90283,"33-33","69TH ST","QUEENS","NY"
"99"," ",39,90258,"33-31","69TH ST","QUEENS","NY"
"99"," ",40,90232,"33-29","69TH ST","QUEENS","NY"
"99"," ",41,90206,"33-27","69TH ST","QUEENS","NY"
"99"," ",42,90177,"33-25","69TH ST","QUEENS","NY"
"99"," ",43,90125,"33-21","69TH ST","QUEENS","NY"
"99"," ",44,90102,"33-19","69TH ST","QUEENS","NY"
"99"," ",45,90074,"33-17","69TH ST","QUEENS","NY"
"99"," ",46,90046,"33-15","69TH ST","QUEENS","NY"
"99"," ",47,90017,"33-11A","69TH ST","QUEENS","NY"
"99"," ",48,90003,"33-11","69TH ST","QUEENS","NY"
"99"," ",49,91696,"82-16","34TH AVE","QUEENS","NY"
"99"," ",50,91609,"73-02/22","NORTHERN BLVD","QUEENS","NY"
"99"," ",51,91692,"82-06/24","NORTHERN BLVD","QUEENS","NY"
"99"," ",52,91699,"83-02/16","NORTHERN BLVD","QUEENS","NY"
"99"," ",53,91710,"83-18-28","NORTHERN BLVD","QUEENS","NY"
"99"," ",54,91755,"89-02","NORTHERN BLVD","QUEENS","NY"
"99"," ",55,91758,"89-04","NORTHERN BLVD","QUEENS","NY"
"99"," ",56,91759,"89-06","NORTHERN BLVD","QUEENS","NY"
"99"," ",57,91761,"89-08","NORTHERN BLVD","QUEENS","NY"
"99"," ",58,91763,"89-10","NORTHERN BLVD","QUEENS","NY"
"99"," ",59,91766,"89-12","NORTHERN BLVD","QUEENS","NY"
"99"," ",60,91768,"89-14","NORTHERN BLVD","QUEENS","NY"
"99"," ",61,91769,"89-16","NORTHERN BLVD","QUEENS","NY"
"99"," ",62,91770,"89-18","NORTHERN BLVD","QUEENS","NY"
"99"," ",63,91772,"89-20","NORTHERN BLVD","QUEENS","NY"
"99"," ",64,91531,"69-01","34TH AVE","QUEENS","NY"
"99"," ",65,90479,"33-53","70TH ST","QUEENS","NY"
"99"," ",66,91534,"70-05","34TH AVE","QUEENS","NY"
"99"," ",67,91535,"70-07","34TH AVE","QUEENS","NY"
"99"," ",68,91537,"70-09","34TH AVE","QUEENS","NY"
"99"," ",69,91539,"70-11","34TH AVE","QUEENS","NY"
"99"," ",70,91543,"70-15","34TH AVE","QUEENS","NY"
"99"," ",71,91545,"70-17","34TH AVE","QUEENS","NY"
"99"," ",72,90482,"33-54","71ST ST","QUEENS","NY"
"99"," ",73,91553,"71-01","34TH AVE","QUEENS","NY"
"99"," ",74,91558,"71-03","34TH AVE","QUEENS","NY"
"99"," ",75,91562,"71-05","34TH AVE","QUEENS","NY"
"99"," ",76,91567,"71-07","34TH AVE","QUEENS","NY"
"99"," ",77,91570,"71-09","34TH AVE","QUEENS","NY"
"99"," ",78,91574,"71-11","34TH AVE","QUEENS","NY"
"99"," ",79,91577,"71-13","34TH AVE","QUEENS","NY"
"99"," ",80,91581,"71-15","34TH AVE","QUEENS","NY"
"99"," ",81,91585,"71-17","34TH AVE","QUEENS","NY"
"99"," ",82,91587,"71-19","34TH AVE","QUEENS","NY"
"99"," ",83,91602,"72-17","34TH AVE","QUEENS","NY"
"99"," ",84,91631,"76-09","34TH AVE","QUEENS","NY"
"99"," ",85,91635,"77-01","34TH AVE","QUEENS","NY"
"99"," ",86,91644,"78-01","34TH AVE","QUEENS","NY"
"99"," ",87,91647,"78-09","34TH AVE","QUEENS","NY"
"99"," ",88,91685,"81-11","34TH AVE","QUEENS","NY"
"99"," ",89,91700,"83-03","34TH AVE","QUEENS","NY"
"99"," ",90,91701,"83-05","34TH AVE","QUEENS","NY"
"99"," ",91,91709,"83-17","34TH AVE","QUEENS","NY"
"99"," ",92,91705,"83-11","34TH AVE","QUEENS","NY"
"99"," ",93,91724,"85-11","34TH AVE","QUEENS","NY"
"99"," ",94,91733,"86-11","34TH AVE","QUEENS","NY"
"99"," ",95,91737,"87-09","34TH AVE","QUEENS","NY"
"99"," ",96,91750,"88-11","34TH AVE","QUEENS","NY"
"99"," ",97,91752,"89-01","34TH AVE","QUEENS","NY"
"99"," ",98,91764,"89-11","34TH AVE","QUEENS","NY"
"99"," ",99,91541,"70-12","34TH AVE","QUEENS","NY"
"99"," ",100,91544,"70-16","34TH AVE","QUEENS","NY"
"99"," ",101,91547,"70-18","34TH AVE","QUEENS","NY"
"99"," ",102,91550,"70-22","34TH AVE","QUEENS","NY"
"99"," ",103,91555,"71-02","34TH AVE","QUEENS","NY"
"99"," ",104,91560,"71-04","34TH AVE","QUEENS","NY"
"99"," ",105,91565,"71-06","34TH AVE","QUEENS","NY"
"99"," ",106,91572,"71-10","34TH AVE","QUEENS","NY"
"99"," ",107,91579,"71-14","34TH AVE","QUEENS","NY"
"99"," ",108,91584,"71-16","34TH AVE","QUEENS","NY"
"99"," ",109,91589,"71-20","34TH AVE","QUEENS","NY"
"99"," ",110,91590,"71-22","34TH AVE","QUEENS","NY"
"99"," ",111,91592,"72-02","34TH AVE","QUEENS","NY"
"99"," ",112,91593,"72-06","34TH AVE","QUEENS","NY"
"99"," ",113,91594,"72-08","34TH AVE","QUEENS","NY"
"99"," ",114,91596,"72-10","34TH AVE","QUEENS","NY"
"99"," ",115,91598,"72-12","34TH AVE","QUEENS","NY"
"99"," ",116,91600,"72-16","34TH AVE","QUEENS","NY"
"99"," ",117,91603,"72-18","34TH AVE","QUEENS","NY"
"99"," ",118,91604,"72-22","34TH AVE","QUEENS","NY"
"99"," ",119,91632,"76-10","34TH AVE","QUEENS","NY"
"99"," ",120,91638,"77-02","34TH AVE","QUEENS","NY"
"99"," ",121,91641,"77-10","34TH AVE","QUEENS","NY"
"99"," ",122,91660,"79-10","34TH AVE","QUEENS","NY"
"99"," ",123,91687,"81-14","34TH AVE","QUEENS","NY"
"99"," ",124,91691,"82-06","34TH AVE","QUEENS","NY"
"99"," ",125,91717,"84-10","34TH AVE","QUEENS","NY"
"99"," ",126,91723,"85-10","34TH AVE","QUEENS","NY"
"99"," ",127,91732,"86-10","34TH AVE","QUEENS","NY"
"99"," ",128,91738,"87-10","34TH AVE","QUEENS","NY"
"99"," ",129,91779,"99-10","34TH AVE","QUEENS","NY"
"99"," ",130,91757,"89-04","34TH AVE","QUEENS","NY"
"99"," ",131,91767,"89-14","34TH AVE","QUEENS","NY"
"99"," ",132,91777,"90-10","34TH AVE","QUEENS","NY"
"99"," ",133,90914,"34-55","71ST ST","QUEENS","NY"
"99"," ",134,91554,"71-01","35TH AVE","QUEENS","NY"
"99"," ",135,91559,"71-03","35TH AVE","QUEENS","NY"
"99"," ",136,91563,"71-05","35TH AVE","QUEENS","NY"
"99"," ",137,91568,"71-07","35TH AVE","QUEENS","NY"
"99"," ",138,91571,"71-09","35TH AVE","QUEENS","NY"
"99"," ",139,91575,"71-11","35TH AVE","QUEENS","NY"
"99"," ",140,91578,"71-13","35TH AVE","QUEENS","NY"
"99"," ",141,91582,"71-15","35TH AVE","QUEENS","NY"
"99"," ",142,91586,"71-17","35TH AVE","QUEENS","NY"
"99"," ",143,91588,"71-19","35TH AVE","QUEENS","NY"
"99"," ",144,90915,"34-56","72ND ST","QUEENS","NY"
"99"," ",145,91591,"72-01/11","35TH AVE","QUEENS","NY"
"99"," ",146,91621,"74-15","35TH AVE","QUEENS","NY"
"99"," ",147,91623,"75-05","35TH AVE","QUEENS","NY"
"99"," ",148,91626,"75-15","35TH AVE","QUEENS","NY"
"99"," ",149,91633,"76-15","35TH AVE","QUEENS","NY"
"99"," ",150,91642,"77-11","35TH AVE","QUEENS","NY"
"99"," ",151,91655,"79-01","35TH AVE","QUEENS","NY"
"99"," ",152,91662,"79-15","35TH AVE","QUEENS","NY"
"99"," ",153,91670,"80-09","35TH AVE","QUEENS","NY"
"99"," ",154,90882,"34-49","81ST ST","QUEENS","NY"
"99"," ",155,91680,"81-05","35TH AVE","QUEENS","NY"
"99"," ",156,91688,"81-15","35TH AVE","QUEENS","NY"
"99"," ",157,91695,"82-15","35TH AVE","QUEENS","NY"
"99"," ",158,91702,"83-09","35TH AVE","QUEENS","NY"
"99"," ",159,91716,"84-09","35TH AVE","QUEENS","NY"
"99"," ",160,91725,"85-15","35TH AVE","QUEENS","NY"
"99"," ",161,91728,"86-01/17","35TH AVE","QUEENS","NY"
"99"," ",162,91735,"87-01","35TH AVE","QUEENS","NY"
"99"," ",163,91740,"87-11","35TH AVE","QUEENS","NY"
"99"," ",164,91743,"88-01","35TH AVE","QUEENS","NY"
"99"," ",165,91748,"88-09","35TH AVE","QUEENS","NY"
"99"," ",166,91778,"90-11","35TH AVE","QUEENS","NY"
"99"," ",167,91548,"70-18/24","35TH AVE","QUEENS","NY"
"99"," ",168,91556,"71-02","35TH AVE","QUEENS","NY"
"99"," ",169,91561,"71-04","35TH AVE","QUEENS","NY"
"99"," ",170,91566,"71-06","35TH AVE","QUEENS","NY"
"99"," ",171,91569,"71-08","35TH AVE","QUEENS","NY"
"99"," ",172,91573,"71-10","35TH AVE","QUEENS","NY"
"99"," ",173,91576,"71-12","35TH AVE","QUEENS","NY"
"99"," ",174,91580,"71-14/26","35TH AVE","QUEENS","NY"
"99"," ",175,91617,"73-12","35TH AVE","QUEENS","NY"
"99"," ",176,91613,"73-12","35TH AVE","QUEENS","NY"
"99"," ",177,91612,"73-12","35TH AVE","QUEENS","NY"
"99"," ",178,91616,"73-12","35TH AVE","QUEENS","NY"
"99"," ",179,91611,"73-12","35TH AVE","QUEENS","NY"
"99"," ",180,91615,"73-12","35TH AVE","QUEENS","NY"
"99"," ",181,91614,"73-12","35TH AVE","QUEENS","NY"
"99"," ",182,91618,"73-12","35TH AVE","QUEENS","NY"
"99"," ",183,91620,"74-10","35TH AVE","QUEENS","NY"
"99"," ",184,91624,"75-08","35TH AVE","QUEENS","NY"
"99"," ",185,91625,"75-12","35TH AVE","QUEENS","NY"
"99"," ",186,91630,"76-02/10","35TH AVE","QUEENS","NY"
"99"," ",187,91643,"77-12","35TH AVE","QUEENS","NY"
"99"," ",188,91651,"78-12","35TH AVE","QUEENS","NY"
"99"," ",189,91659,"79-06","35TH AVE","QUEENS","NY"
"99"," ",190,91661,"79-10","35TH AVE","QUEENS","NY"
"99"," ",191,91669,"80-08","35TH AVE","QUEENS","NY"
"99"," ",192,91678,"81-02-10","35TH AVE","QUEENS","NY"
"99"," ",193,91239,"","AVE","QUEENS","NY"
"99"," ",194,91703,"83-10","35TH AVE","QUEENS","NY"
"99"," ",195,91706,"83-12","35TH AVE","QUEENS","NY"
"99"," ",196,91719,"84-12","35TH AVE","QUEENS","NY"
"99"," ",197,91731,"86-06","35TH AVE","QUEENS","NY"
"99"," ",198,91746,"88-02","35TH AVE","QUEENS","NY"
"99"," ",199,91749,"88-10","35TH AVE","QUEENS","NY"
"99"," ",200,91762,"89-10","35TH AVE","QUEENS","NY"
"99"," ",201,91533,"70-03","37TH AVE","QUEENS","NY"
"99"," ",202,91536,"70-07","37TH AVE","QUEENS","NY"
"99"," ",203,91538,"70-09","37TH AVE","QUEENS","NY"
"99"," ",204,91540,"70-11","37TH AVE","QUEENS","NY"
"99"," ",205,91542,"70-13","37TH AVE","QUEENS","NY"
"99"," ",206,91546,"70-17","37TH AVE","QUEENS","NY"
"99"," ",207,91549,"70-19","37TH AVE","QUEENS","NY"
"99"," ",208,91564,"71-05","37TH AVE","QUEENS","NY"
"99"," ",209,91583,"71-15","37TH AVE","QUEENS","NY"
"99"," ",210,91599,"72-15","37TH AVE","QUEENS","NY"
"99"," ",211,91605,"72-23-31","37TH AVE","QUEENS","NY"
"99"," ",212,91610,"73-05","37TH AVE","QUEENS","NY"
"99"," ",213,91619,"74-01/27","37TH AVE","QUEENS","NY"
"99"," ",214,91622,"75-01/23","37TH AVE","QUEENS","NY"
"99"," ",215,91629,"76-01/27","37TH AVE","QUEENS","NY"
"99"," ",216,91637,"77-01-19","37TH AVE","QUEENS","NY"
"99"," ",217,91646,"78-01-13","37TH AVE","QUEENS","NY"
"99"," ",218,91652,"78-15/31","37TH AVE","QUEENS","NY"
"99"," ",219,91657,"79-01-25","37TH AVE","QUEENS","NY"
"99"," ",220,91667,"80-01/27","37TH AVE","QUEENS","NY"
"99"," ",221,91690,"82-01/19","37TH AVE","QUEENS","NY"
"99"," ",222,91697,"83-01/13","37TH AVE","QUEENS","NY"
"99"," ",223,91708,"83-15/27","37TH AVE","QUEENS","NY"
"99"," ",224,91713,"84-01/09","37TH AVE","QUEENS","NY"
"99"," ",225,91718,"84-11/23","37TH AVE","QUEENS","NY"
"99"," ",226,91726,"85-15/25","37TH AVE","QUEENS","NY"
"99"," ",227,91734,"86-15","37TH AVE","QUEENS","NY"
"99"," ",228,91741,"87-15","37TH AVE","QUEENS","NY"
"99"," ",229,91744,"88-01/13","37TH AVE","QUEENS","NY"
"99"," ",230,91751,"88-15/31","37TH AVE","QUEENS","NY"
"99"," ",231,91754,"89-01/15","37TH AVE","QUEENS","NY"
"99"," ",232,91771,"89-19/31","37TH AVE","QUEENS","NY"
"99"," ",233,91775,"90-01/15","37TH AVE","QUEENS","NY"
"99"," ",234,91557,"71-02/14","37TH AVE","QUEENS","NY"
"99"," ",235,91597,"72-10","37TH AVE","QUEENS","NY"
"99"," ",236,91601,"72-16-30","37TH AVE","QUEENS","NY"
"99"," ",237,91608,"73-02/12","37TH AVE","QUEENS","NY"
"99"," ",238,91240,"37-01","77TH ST","QUEENS","NY"
"99"," ",239,91658,"79-02-28","37TH AVE","QUEENS","NY"
"99"," ",240,91668,"80-02/14","37TH AVE","QUEENS","NY"
"99"," ",241,91672,"80-16/28","37TH AVE","QUEENS","NY"
"99"," ",242,91677,"81-02","37TH AVE","QUEENS","NY"
"99"," ",243,91679,"81-04","37TH AVE","QUEENS","NY"
"99"," ",244,91682,"81-06","37TH AVE","QUEENS","NY"
"99"," ",245,91683,"81-08","37TH AVE","QUEENS","NY"
"99"," ",246,91684,"81-10","37TH AVE","QUEENS","NY"
"99"," ",247,91693,"82-08/10","37TH AVE","QUEENS","NY"
"99"," ",248,91694,"82-12/20","37TH AVE","QUEENS","NY"
"99"," ",249,91704,"83-10-12","37TH AVE","QUEENS","NY"
"99"," ",250,91707,"83-14/22","37TH AVE","QUEENS","NY"
"99"," ",251,91715,"84-02/30","37TH AVE","QUEENS","NY"
"99"," ",252,91722,"85-02/30","37TH AVE","QUEENS","NY"
"99"," ",253,91730,"86-02/20","37TH AVE","QUEENS","NY"
"99"," ",254,91739,"87-10","37TH AVE","QUEENS","NY"
"99"," ",255,91747,"88-02/28","37TH AVE","QUEENS","NY"
"99"," ",256,91756,"89-02/24","37TH AVE","QUEENS","NY"
"99"," ",257,91776,"90-02/14","37TH AVE","QUEENS","NY"
"99"," ",258,91607,"73-01-07","37TH RD","QUEENS","NY"
"99"," ",259,91636,"77-01","ROOSEVELT AVE","QUEENS","NY"
"99"," ",260,91639,"77-03","ROOSEVELT AVE","QUEENS","NY"
"99"," ",261,91640,"77-05","ROOSEVELT AVE","QUEENS","NY"
"99"," ",262,91645,"78-01/09","ROOSEVELT AVE","QUEENS","NY"
"99"," ",263,91649,"78-11/17","ROOSEVELT AVE","QUEENS","NY"
"99"," ",264,91656,"79-01-17","ROOSEVELT AVE","QUEENS","NY"
"99"," ",265,91666,"80-01/13","ROOSEVELT AVE","QUEENS","NY"
"99"," ",266,91671,"80-15","ROOSEVELT AVE","QUEENS","NY"
"99"," ",267,91676,"81-01/09","ROOSEVELT AVE","QUEENS","NY"
"99"," ",268,91686,"81-11","ROOSEVELT AVE","QUEENS","NY"
"99"," ",269,91689,"82-01/17","ROOSEVELT AVE","QUEENS","NY"
"99"," ",270,91698,"83-01/25","ROOSEVELT AVE","QUEENS","NY"
"99"," ",271,91714,"84-01/29","ROOSEVELT AVE","QUEENS","NY"
"99"," ",272,91721,"85-01/15","ROOSEVELT AVE","QUEENS","NY"
"99"," ",273,91729,"86-01/19","ROOSEVELT AVE","QUEENS","NY"
"99"," ",274,91736,"87-01/09","ROOSEVELT AVE","QUEENS","NY"
"99"," ",275,91745,"88-01/17","ROOSEVELT AVE","QUEENS","NY"
"99"," ",276,91753,"89-01/05","ROOSEVELT AVE","QUEENS","NY"
"99"," ",277,91760,"89-07/09","ROOSEVELT AVE","QUEENS","NY"
"99"," ",278,91765,"89-11","ROOSEVELT AVE","QUEENS","NY"
"99"," ",279,91774,"90-01","ROOSEVELT AVE","QUEENS","NY"
"99"," ",280,91551,"70-35","BROADWAY","QUEENS","NY"
"99"," ",281,91552,"70-53","BROADWAY","QUEENS","NY"
"99"," ",282,91595,"72-09","BROADWAY","QUEENS","NY"
"99"," ",283,91606,"72-35","BROADWAY","QUEENS","NY"
"99"," ",284,90004,"33-11","70TH ST","QUEENS","NY"
"99"," ",285,90029,"33-13","70TH ST","QUEENS","NY"
"99"," ",286,90047,"33-15","70TH ST","QUEENS","NY"
"99"," ",287,90075,"33-17","70TH ST","QUEENS","NY"
"99"," ",288,90103,"33-19","70TH ST","QUEENS","NY"
"99"," ",289,90126,"33-21","70TH ST","QUEENS","NY"
"99"," ",290,90154,"33-23","70TH ST","QUEENS","NY"
"99"," ",291,90178,"33-25","70TH ST","QUEENS","NY"
"99"," ",292,90207,"33-27","70TH ST","QUEENS","NY"
"99"," ",293,90233,"33-29","70TH ST","QUEENS","NY"
"99"," ",294,90259,"33-31","70TH ST","QUEENS","NY"
"99"," ",295,90284,"33-33","70TH ST","QUEENS","NY"
"99"," ",296,90314,"33-35","70TH ST","QUEENS","NY"
"99"," ",297,90334,"33-37","70TH ST","QUEENS","NY"
"99"," ",298,90359,"33-39","70TH ST","QUEENS","NY"
"99"," ",299,90387,"33-41","70TH ST","QUEENS","NY"
"99"," ",300,90415,"33-43","70TH ST","QUEENS","NY"
"99"," ",301,90434,"33-45","70TH ST","QUEENS","NY"
"99"," ",302,90457,"33-47","70TH ST","QUEENS","NY"
"99"," ",303,91131,"35-45","70TH ST","QUEENS","NY"
"99"," ",304,91163,"35-49","70TH ST","QUEENS","NY"
"99"," ",305,91197,"35-53","70TH ST","QUEENS","NY"
"99"," ",306,91226,"35-57","70TH ST","QUEENS","NY"
"99"," ",307,90021,"33-12","71ST ST","QUEENS","NY"
"99"," ",308,90037,"33-14","71ST ST","QUEENS","NY"
"99"," ",309,90090,"33-18","71ST ST","QUEENS","NY"
"99"," ",310,90113,"33-20","71ST ST","QUEENS","NY"
"99"," ",311,90141,"33-22","71ST ST","QUEENS","NY"
"99"," ",312,90193,"33-26","71ST ST","QUEENS","NY"
"99"," ",313,90219,"33-28","71ST ST","QUEENS","NY"
"99"," ",314,90245,"33-30","71ST ST","QUEENS","NY"
"99"," ",315,90271,"33-32","71ST ST","QUEENS","NY"
"99"," ",316,90299,"33-34","71ST ST","QUEENS","NY"
"99"," ",317,90324,"33-36","71ST ST","QUEENS","NY"
"99"," ",318,90346,"33-38","71ST ST","QUEENS","NY"
"99"," ",319,90373,"33-40","71ST ST","QUEENS","NY"
"99"," ",320,90400,"33-42","71ST ST","QUEENS","NY"
"99"," ",321,90425,"33-44","71ST ST","QUEENS","NY"
"99"," ",322,90462,"33-48","71ST ST","QUEENS","NY"
"99"," ",323,90517,"34-14","71ST ST","QUEENS","NY"
"99"," ",324,90536,"34-16","71ST ST","QUEENS","NY"
"99"," ",325,90552,"34-18","71ST ST","QUEENS","NY"
"99"," ",326,90570,"34-20","71ST ST","QUEENS","NY"
"99"," ",327,90594,"34-22","71ST ST","QUEENS","NY"
"99"," ",328,90611,"34-24","71ST ST","QUEENS","NY"
"99"," ",329,90632,"34-26","71ST ST","QUEENS","NY"
"99"," ",330,90650,"34-28","71ST ST","QUEENS","NY"
"99"," ",331,90665,"34-30","71ST ST","QUEENS","NY"
"99"," ",332,90686,"34-32","71ST ST","QUEENS","NY"
"99"," ",333,90708,"34-34","71ST ST","QUEENS","NY"
"99"," ",334,90731,"34-36","71ST ST","QUEENS","NY"
"99"," ",335,90752,"34-38","71ST ST","QUEENS","NY"
"99"," ",336,90773,"34-40","71ST ST","QUEENS","NY"
"99"," ",337,90797,"34-42","71ST ST","QUEENS","NY"
"99"," ",338,90820,"34-44","71ST ST","QUEENS","NY"
"99"," ",339,90840,"34-46","71ST ST","QUEENS","NY"
"99"," ",340,90864,"34-48","71ST ST","QUEENS","NY"
"99"," ",341,90887,"34-50","71ST ST","QUEENS","NY"
"99"," ",342,91142,"35-46","71ST ST","QUEENS","NY"
"99"," ",343,91153,"35-48","71ST ST","QUEENS","NY"
"99"," ",344,91189,"35-52","71ST ST","QUEENS","NY"
"99"," ",345,91203,"35-54","71ST ST","QUEENS","NY"
"99"," ",346,91231,"35-58","71ST ST","QUEENS","NY"
"99"," ",347,90005,"33-11","71ST ST","QUEENS","NY"
"99"," ",348,90030,"33-13","71ST ST","QUEENS","NY"
"99"," ",349,90048,"33-15","71ST ST","QUEENS","NY"
"99"," ",350,90076,"33-17","71ST ST","QUEENS","NY"
"99"," ",351,90104,"33-19","71ST ST","QUEENS","NY"
"99"," ",352,90127,"33-21","71ST ST","QUEENS","NY"
"99"," ",353,90155,"33-23","71ST ST","QUEENS","NY"
"99"," ",354,90179,"33-25","71ST ST","QUEENS","NY"
"99"," ",355,90234,"33-29","71ST ST","QUEENS","NY"
"99"," ",356,90260,"33-31","71ST ST","QUEENS","NY"
"99"," ",357,90285,"33-33","71ST ST","QUEENS","NY"
"99"," ",358,90315,"33-35","71ST ST","QUEENS","NY"
"99"," ",359,90335,"33-37","71ST ST","QUEENS","NY"
"99"," ",360,90360,"33-39","71ST ST","QUEENS","NY"
"99"," ",361,90388,"33-41","71ST ST","QUEENS","NY"
"99"," ",362,90416,"33-43","71ST ST","QUEENS","NY"
"99"," ",363,90458,"33-47","71ST ST","QUEENS","NY"
"99"," ",364,90510,"34-11","71ST ST","QUEENS","NY"
"99"," ",365,90526,"34-15","71ST ST","QUEENS","NY"
"99"," ",366,90545,"34-17","71ST ST","QUEENS","NY"
"99"," ",367,90561,"34-19","71ST ST","QUEENS","NY"
"99"," ",368,90584,"34-21","71ST ST","QUEENS","NY"
"99"," ",369,90604,"34-23","71ST ST","QUEENS","NY"
"99"," ",370,90624,"34-25","71ST ST","QUEENS","NY"
"99"," ",371,90641,"34-27","71ST ST","QUEENS","NY"
"99"," ",372,90676,"34-31","71ST ST","QUEENS","NY"
"99"," ",373,90698,"34-33","71ST ST","QUEENS","NY"
"99"," ",374,90722,"34-35","71ST ST","QUEENS","NY"
"99"," ",375,90744,"34-37","71ST ST","QUEENS","NY"
"99"," ",376,90764,"34-39","71ST ST","QUEENS","NY"
"99"," ",377,90785,"34-41","71ST ST","QUEENS","NY"
"99"," ",378,90810,"34-43","71ST ST","QUEENS","NY"
"99"," ",379,90833,"34-45","71ST ST","QUEENS","NY"
"99"," ",380,90853,"34-47","71ST ST","QUEENS","NY"
"99"," ",381,90877,"34-49","71ST ST","QUEENS","NY"
"99"," ",382,90897,"34-51","71ST ST","QUEENS","NY"
"99"," ",383,91059,"35-35","71ST ST","QUEENS","NY"
"99"," ",384,91078,"35-37","71ST ST","QUEENS","NY"
"99"," ",385,91090,"35-39","71ST ST","QUEENS","NY"
"99"," ",386,91104,"35-41","71ST ST","QUEENS","NY"
"99"," ",387,91132,"35-45","71ST ST","QUEENS","NY"
"99"," ",388,91148,"35-47","71ST ST","QUEENS","NY"
"99"," ",389,91183,"35-51","71ST ST","QUEENS","NY"
"99"," ",390,91198,"35-53","71ST ST","QUEENS","NY"
"99"," ",391,91227,"35-57","71ST ST","QUEENS","NY"
"99"," ",392,90022,"33-12","72ND ST","QUEENS","NY"
"99"," ",393,90038,"33-14","72ND ST","QUEENS","NY"
"99"," ",394,90091,"33-18","72ND ST","QUEENS","NY"
"99"," ",395,90114,"33-20","72ND ST","QUEENS","NY"
"99"," ",396,90142,"33-22","72ND ST","QUEENS","NY"
"99"," ",397,90165,"33-24","72ND ST","QUEENS","NY"
"99"," ",398,90194,"33-26","72ND ST","QUEENS","NY"
"99"," ",399,90220,"33-28","72ND ST","QUEENS","NY"
"99"," ",400,90246,"33-30","72ND ST","QUEENS","NY"
"99"," ",401,90272,"33-32","72ND ST","QUEENS","NY"
"99"," ",402,90300,"33-34","72ND ST","QUEENS","NY"
"99"," ",403,90325,"33-36","72ND ST","QUEENS","NY"
"99"," ",404,90347,"33-38","72ND ST","QUEENS","NY"
"99"," ",405,90374,"33-40","72ND ST","QUEENS","NY"
"99"," ",406,90401,"33-42","72ND ST","QUEENS","NY"
"99"," ",407,90446,"33-46","72ND ST","QUEENS","NY"
"99"," ",408,90463,"33-48","72ND ST","QUEENS","NY"
"99"," ",409,90518,"34-14","72ND ST","QUEENS","NY"
"99"," ",410,90537,"34-16","72ND ST","QUEENS","NY"
"99"," ",411,90553,"34-18","72ND ST","QUEENS","NY"
"99"," ",412,90595,"34-22","72ND ST","QUEENS","NY"
"99"," ",413,90612,"34-24","72ND ST","QUEENS","NY"
"99"," ",414,90633,"34-26","72ND ST","QUEENS","NY"
"99"," ",415,90651,"34-28","72ND ST","QUEENS","NY"
"99"," ",416,90666,"34-30","72ND ST","QUEENS","NY"
"99"," ",417,90687,"34-32","72ND ST","QUEENS","NY"
"99"," ",418,90709,"34-34","72ND ST","QUEENS","NY"
"99"," ",419,90732,"34-36","72ND ST","QUEENS","NY"
"99"," ",420,90753,"34-38","72ND ST","QUEENS","NY"
