id,address,proj,address_cln_1,address_cln_2,addr_concat,uid,streetaddress,addressRemoveSuite,hn,street,county,boro,suite_type,suite_num,city,state
8101.007549,37-01 77TH ST QUEENS NY,jf,37-01 77TH ST,37-01 77TH ST,8101.007549^37-01 77TH ST^jf,90276,"37-01 77TH ST, QUEENS NY",37-01 77TH ST QUEENS NY,37-01,77TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.00755,79-02-28 37TH AVE QUEENS NY,jf,79-02-28 37TH AVE,79-02-28 37TH AVE,8101.00755^79-02-28 37TH AVE^jf,90277,"79-02-28 37TH AVE, QUEENS NY",79-02-28 37TH AVE QUEENS NY,79-02-28,37TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.00755,79-02/28 37TH AVE Queens,,79-02/28 37TH AVE,79-02/28 37TH AVE,8101.00755^79-02/28 37TH AVE^nan,90278,"79-02/28 37TH AVE, Queens",79-02/28 37TH AVE Queens,79-02/28,37TH AVE ,Queens,Queens,,,Queens,NY
8101.007551,80-02/14 37TH AVE Queens,,80-02/14 37TH AVE,80-02/14 37TH AVE,8101.007551^80-02/14 37TH AVE^nan,90279,"80-02/14 37TH AVE, Queens",80-02/14 37TH AVE Queens,80-02/14,37TH AVE ,Queens,Queens,,,Queens,NY
8101.007551,80-02/14 37TH AVE QUEENS NY,jf,80-02/14 37TH AVE,80-02/14 37TH AVE,8101.007551^80-02/14 37TH AVE^jf,90280,"80-02/14 37TH AVE, QUEENS NY",80-02/14 37TH AVE QUEENS NY,80-02/14,37TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007552,80-16/28 37TH AVE Queens,,80-16/28 37TH AVE,80-16/28 37TH AVE,8101.007552^80-16/28 37TH AVE^nan,90281,"80-16/28 37TH AVE, Queens",80-16/28 37TH AVE Queens,80-16/28,37TH AVE ,Queens,Queens,,,Queens,NY
8101.007552,80-16/28 37TH AVE QUEENS NY,jf,80-16/28 37TH AVE,80-16/28 37TH AVE,8101.007552^80-16/28 37TH AVE^jf,90282,"80-16/28 37TH AVE, QUEENS NY",80-16/28 37TH AVE QUEENS NY,80-16/28,37TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007553,81-02 37TH AVE QUEENS NY,jf,81-02 37TH AVE,81-02 37TH AVE,8101.007553^81-02 37TH AVE^jf,90283,"81-02 37TH AVE, QUEENS NY",81-02 37TH AVE QUEENS NY,81-02,37TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007554,81-04 37TH AVE QUEENS NY,jf,81-04 37TH AVE,81-04 37TH AVE,8101.007554^81-04 37TH AVE^jf,90284,"81-04 37TH AVE, QUEENS NY",81-04 37TH AVE QUEENS NY,81-04,37TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007555,81-06 37TH AVE QUEENS NY,jf,81-06 37TH AVE,81-06 37TH AVE,8101.007555^81-06 37TH AVE^jf,90285,"81-06 37TH AVE, QUEENS NY",81-06 37TH AVE QUEENS NY,81-06,37TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007556,81-08 37TH AVE QUEENS NY,jf,81-08 37TH AVE,81-08 37TH AVE,8101.007556^81-08 37TH AVE^jf,90286,"81-08 37TH AVE, QUEENS NY",81-08 37TH AVE QUEENS NY,81-08,37TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007557,81-10 37TH AVE QUEENS NY,jf,81-10 37TH AVE,81-10 37TH AVE,8101.007557^81-10 37TH AVE^jf,90287,"81-10 37TH AVE, QUEENS NY",81-10 37TH AVE QUEENS NY,81-10,37TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007558,82-08/10 37TH AVE Queens,,82-08/10 37TH AVE,82-08/10 37TH AVE,8101.007558^82-08/10 37TH AVE^nan,90288,"82-08/10 37TH AVE, Queens",82-08/10 37TH AVE Queens,82-08/10,37TH AVE ,Queens,Queens,,,Queens,NY
8101.007558,82-08/10 37TH AVE QUEENS NY,jf,82-08/10 37TH AVE,82-08/10 37TH AVE,8101.007558^82-08/10 37TH AVE^jf,90289,"82-08/10 37TH AVE, QUEENS NY",82-08/10 37TH AVE QUEENS NY,82-08/10,37TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007559,82-12/20 37TH AVE Queens,,82-12/20 37TH AVE,82-12/20 37TH AVE,8101.007559^82-12/20 37TH AVE^nan,90290,"82-12/20 37TH AVE, Queens",82-12/20 37TH AVE Queens,82-12/20,37TH AVE ,Queens,Queens,,,Queens,NY
8101.007559,82-12/20 37TH AVE QUEENS NY,jf,82-12/20 37TH AVE,82-12/20 37TH AVE,8101.007559^82-12/20 37TH AVE^jf,90291,"82-12/20 37TH AVE, QUEENS NY",82-12/20 37TH AVE QUEENS NY,82-12/20,37TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.00756,83-10-12 37TH AVE QUEENS NY,jf,83-10-12 37TH AVE,83-10-12 37TH AVE,8101.00756^83-10-12 37TH AVE^jf,90292,"83-10-12 37TH AVE, QUEENS NY",83-10-12 37TH AVE QUEENS NY,83-10-12,37TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.00756,83-10/12 37TH AVE Queens,,83-10/12 37TH AVE,83-10/12 37TH AVE,8101.00756^83-10/12 37TH AVE^nan,90293,"83-10/12 37TH AVE, Queens",83-10/12 37TH AVE Queens,83-10/12,37TH AVE ,Queens,Queens,,,Queens,NY
8101.007561,83-14/22 37TH AVE Queens,,83-14/22 37TH AVE,83-14/22 37TH AVE,8101.007561^83-14/22 37TH AVE^nan,90294,"83-14/22 37TH AVE, Queens",83-14/22 37TH AVE Queens,83-14/22,37TH AVE ,Queens,Queens,,,Queens,NY
8101.007561,83-14/22 37TH AVE QUEENS NY,jf,83-14/22 37TH AVE,83-14/22 37TH AVE,8101.007561^83-14/22 37TH AVE^jf,90295,"83-14/22 37TH AVE, QUEENS NY",83-14/22 37TH AVE QUEENS NY,83-14/22,37TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007562,84-02/30 37TH AVE Queens,,84-02/30 37TH AVE,84-02/30 37TH AVE,8101.007562^84-02/30 37TH AVE^nan,90296,"84-02/30 37TH AVE, Queens",84-02/30 37TH AVE Queens,84-02/30,37TH AVE ,Queens,Queens,,,Queens,NY
8101.007562,84-02/30 37TH AVE QUEENS NY,jf,84-02/30 37TH AVE,84-02/30 37TH AVE,8101.007562^84-02/30 37TH AVE^jf,90297,"84-02/30 37TH AVE, QUEENS NY",84-02/30 37TH AVE QUEENS NY,84-02/30,37TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007563,85-02/30 37TH AVE Queens,,85-02/30 37TH AVE,85-02/30 37TH AVE,8101.007563^85-02/30 37TH AVE^nan,90298,"85-02/30 37TH AVE, Queens",85-02/30 37TH AVE Queens,85-02/30,37TH AVE ,Queens,Queens,,,Queens,NY
8101.007563,85-02/30 37TH AVE QUEENS NY,jf,85-02/30 37TH AVE,85-02/30 37TH AVE,8101.007563^85-02/30 37TH AVE^jf,90299,"85-02/30 37TH AVE, QUEENS NY",85-02/30 37TH AVE QUEENS NY,85-02/30,37TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007564,86-02/20 37TH AVE QUEENS NY,jf,86-02/20 37TH AVE,86-02/20 37TH AVE,8101.007564^86-02/20 37TH AVE^jf,90300,"86-02/20 37TH AVE, QUEENS NY",86-02/20 37TH AVE QUEENS NY,86-02/20,37TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007564,86-02/20 37TH AVE Queens,,86-02/20 37TH AVE,86-02/20 37TH AVE,8101.007564^86-02/20 37TH AVE^nan,90301,"86-02/20 37TH AVE, Queens",86-02/20 37TH AVE Queens,86-02/20,37TH AVE ,Queens,Queens,,,Queens,NY
8101.007565,87-10 37TH AVE QUEENS NY,jf,87-10 37TH AVE,87-10 37TH AVE,8101.007565^87-10 37TH AVE^jf,90302,"87-10 37TH AVE, QUEENS NY",87-10 37TH AVE QUEENS NY,87-10,37TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007566,88-02/28 37TH AVE Queens,,88-02/28 37TH AVE,88-02/28 37TH AVE,8101.007566^88-02/28 37TH AVE^nan,90303,"88-02/28 37TH AVE, Queens",88-02/28 37TH AVE Queens,88-02/28,37TH AVE ,Queens,Queens,,,Queens,NY
8101.007566,88-02/28 37TH AVE QUEENS NY,jf,88-02/28 37TH AVE,88-02/28 37TH AVE,8101.007566^88-02/28 37TH AVE^jf,90304,"88-02/28 37TH AVE, QUEENS NY",88-02/28 37TH AVE QUEENS NY,88-02/28,37TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007567,89-02/24 37TH AVE Queens,,89-02/24 37TH AVE,89-02/24 37TH AVE,8101.007567^89-02/24 37TH AVE^nan,90305,"89-02/24 37TH AVE, Queens",89-02/24 37TH AVE Queens,89-02/24,37TH AVE ,Queens,Queens,,,Queens,NY
8101.007567,89-02/24 37TH AVE QUEENS NY,jf,89-02/24 37TH AVE,89-02/24 37TH AVE,8101.007567^89-02/24 37TH AVE^jf,90306,"89-02/24 37TH AVE, QUEENS NY",89-02/24 37TH AVE QUEENS NY,89-02/24,37TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007568,90-02/14 37TH AVE QUEENS NY,jf,90-02/14 37TH AVE,90-02/14 37TH AVE,8101.007568^90-02/14 37TH AVE^jf,90307,"90-02/14 37TH AVE, QUEENS NY",90-02/14 37TH AVE QUEENS NY,90-02/14,37TH AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007568,90-02-14 37TH AVE Queens,,90-02-14 37TH AVE,90-02-14 37TH AVE,8101.007568^90-02-14 37TH AVE^nan,90308,"90-02-14 37TH AVE, Queens",90-02-14 37TH AVE Queens,90-02-14,37TH AVE ,Queens,Queens,,,Queens,NY
8101.007569,73-01-07 37TH RD QUEENS NY,jf,73-01-07 37TH RD,73-01-07 37TH RD,8101.007569^73-01-07 37TH RD^jf,90309,"73-01-07 37TH RD, QUEENS NY",73-01-07 37TH RD QUEENS NY,73-01-07,37TH RD,QUEENS,QUEENS,,,QUEENS,NY
8101.00757,77-01 ROOSEVELT AVE QUEENS NY,jf,77-01 ROOSEVELT AVE,77-01 ROOSEVELT AVE,8101.00757^77-01 ROOSEVELT AVE^jf,90310,"77-01 ROOSEVELT AVE, QUEENS NY",77-01 ROOSEVELT AVE QUEENS NY,77-01,ROOSEVELT AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007571,77-03 ROOSEVELT AVE QUEENS NY,jf,77-03 ROOSEVELT AVE,77-03 ROOSEVELT AVE,8101.007571^77-03 ROOSEVELT AVE^jf,90311,"77-03 ROOSEVELT AVE, QUEENS NY",77-03 ROOSEVELT AVE QUEENS NY,77-03,ROOSEVELT AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007572,77-05 ROOSEVELT AVE QUEENS NY,jf,77-05 ROOSEVELT AVE,77-05 ROOSEVELT AVE,8101.007572^77-05 ROOSEVELT AVE^jf,90312,"77-05 ROOSEVELT AVE, QUEENS NY",77-05 ROOSEVELT AVE QUEENS NY,77-05,ROOSEVELT AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007573,78-01/09 ROOSEVELT AVE Queens,,78-01/09 ROOSEVELT AVE,78-01/09 ROOSEVELT AVE,8101.007573^78-01/09 ROOSEVELT AVE^nan,90313,"78-01/09 ROOSEVELT AVE, Queens",78-01/09 ROOSEVELT AVE Queens,78-01/09,ROOSEVELT AVE ,Queens,Queens,,,Queens,NY
8101.007573,78-01/09 ROOSEVELT AVE QUEENS NY,jf,78-01/09 ROOSEVELT AVE,78-01/09 ROOSEVELT AVE,8101.007573^78-01/09 ROOSEVELT AVE^jf,90314,"78-01/09 ROOSEVELT AVE, QUEENS NY",78-01/09 ROOSEVELT AVE QUEENS NY,78-01/09,ROOSEVELT AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007574,78-11/17 ROOSEVELT AVE Queens,,78-11/17 ROOSEVELT AVE,78-11/17 ROOSEVELT AVE,8101.007574^78-11/17 ROOSEVELT AVE^nan,90315,"78-11/17 ROOSEVELT AVE, Queens",78-11/17 ROOSEVELT AVE Queens,78-11/17,ROOSEVELT AVE ,Queens,Queens,,,Queens,NY
8101.007574,78-11/17 ROOSEVELT AVE QUEENS NY,jf,78-11/17 ROOSEVELT AVE,78-11/17 ROOSEVELT AVE,8101.007574^78-11/17 ROOSEVELT AVE^jf,90316,"78-11/17 ROOSEVELT AVE, QUEENS NY",78-11/17 ROOSEVELT AVE QUEENS NY,78-11/17,ROOSEVELT AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007575,79-01-17 ROOSEVELT AVE QUEENS NY,jf,79-01-17 ROOSEVELT AVE,79-01-17 ROOSEVELT AVE,8101.007575^79-01-17 ROOSEVELT AVE^jf,90317,"79-01-17 ROOSEVELT AVE, QUEENS NY",79-01-17 ROOSEVELT AVE QUEENS NY,79-01-17,ROOSEVELT AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007575,79-01/17 ROOSEVELT AVE Queens,,79-01/17 ROOSEVELT AVE,79-01/17 ROOSEVELT AVE,8101.007575^79-01/17 ROOSEVELT AVE^nan,90318,"79-01/17 ROOSEVELT AVE, Queens",79-01/17 ROOSEVELT AVE Queens,79-01/17,ROOSEVELT AVE ,Queens,Queens,,,Queens,NY
8101.007576,80-01/13 ROOSEVELT AVE QUEENS NY,jf,80-01/13 ROOSEVELT AVE,80-01/13 ROOSEVELT AVE,8101.007576^80-01/13 ROOSEVELT AVE^jf,90319,"80-01/13 ROOSEVELT AVE, QUEENS NY",80-01/13 ROOSEVELT AVE QUEENS NY,80-01/13,ROOSEVELT AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007576,80-01/13 ROOSEVELT AVE Queens,,80-01/13 ROOSEVELT AVE,80-01/13 ROOSEVELT AVE,8101.007576^80-01/13 ROOSEVELT AVE^nan,90320,"80-01/13 ROOSEVELT AVE, Queens",80-01/13 ROOSEVELT AVE Queens,80-01/13,ROOSEVELT AVE ,Queens,Queens,,,Queens,NY
8101.007577,80-15 ROOSEVELT AVE QUEENS NY,jf,80-15 ROOSEVELT AVE,80-15 ROOSEVELT AVE,8101.007577^80-15 ROOSEVELT AVE^jf,90321,"80-15 ROOSEVELT AVE, QUEENS NY",80-15 ROOSEVELT AVE QUEENS NY,80-15,ROOSEVELT AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007578,81-01/09 ROOSEVELT AVE Queens,,81-01/09 ROOSEVELT AVE,81-01/09 ROOSEVELT AVE,8101.007578^81-01/09 ROOSEVELT AVE^nan,90322,"81-01/09 ROOSEVELT AVE, Queens",81-01/09 ROOSEVELT AVE Queens,81-01/09,ROOSEVELT AVE ,Queens,Queens,,,Queens,NY
8101.007578,81-01/09 ROOSEVELT AVE QUEENS NY,jf,81-01/09 ROOSEVELT AVE,81-01/09 ROOSEVELT AVE,8101.007578^81-01/09 ROOSEVELT AVE^jf,90323,"81-01/09 ROOSEVELT AVE, QUEENS NY",81-01/09 ROOSEVELT AVE QUEENS NY,81-01/09,ROOSEVELT AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007579,81-11 ROOSEVELT AVE QUEENS NY,jf,81-11 ROOSEVELT AVE,81-11 ROOSEVELT AVE,8101.007579^81-11 ROOSEVELT AVE^jf,90324,"81-11 ROOSEVELT AVE, QUEENS NY",81-11 ROOSEVELT AVE QUEENS NY,81-11,ROOSEVELT AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.00758,82-01/17 ROOSEVELT AVE QUEENS NY,jf,82-01/17 ROOSEVELT AVE,82-01/17 ROOSEVELT AVE,8101.00758^82-01/17 ROOSEVELT AVE^jf,90325,"82-01/17 ROOSEVELT AVE, QUEENS NY",82-01/17 ROOSEVELT AVE QUEENS NY,82-01/17,ROOSEVELT AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.00758,82-01/17 ROOSEVELT AVE Queens,,82-01/17 ROOSEVELT AVE,82-01/17 ROOSEVELT AVE,8101.00758^82-01/17 ROOSEVELT AVE^nan,90326,"82-01/17 ROOSEVELT AVE, Queens",82-01/17 ROOSEVELT AVE Queens,82-01/17,ROOSEVELT AVE ,Queens,Queens,,,Queens,NY
8101.007581,83-01/25 ROOSEVELT AVE QUEENS NY,jf,83-01/25 ROOSEVELT AVE,83-01/25 ROOSEVELT AVE,8101.007581^83-01/25 ROOSEVELT AVE^jf,90327,"83-01/25 ROOSEVELT AVE, QUEENS NY",83-01/25 ROOSEVELT AVE QUEENS NY,83-01/25,ROOSEVELT AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007582,84-01/29 ROOSEVELT AVE QUEENS NY,jf,84-01/29 ROOSEVELT AVE,84-01/29 ROOSEVELT AVE,8101.007582^84-01/29 ROOSEVELT AVE^jf,90328,"84-01/29 ROOSEVELT AVE, QUEENS NY",84-01/29 ROOSEVELT AVE QUEENS NY,84-01/29,ROOSEVELT AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007583,85-01/15 ROOSEVELT AVE QUEENS NY,jf,85-01/15 ROOSEVELT AVE,85-01/15 ROOSEVELT AVE,8101.007583^85-01/15 ROOSEVELT AVE^jf,90329,"85-01/15 ROOSEVELT AVE, QUEENS NY",85-01/15 ROOSEVELT AVE QUEENS NY,85-01/15,ROOSEVELT AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007583,85-01/15 ROOSEVELT AVE Queens,,85-01/15 ROOSEVELT AVE,85-01/15 ROOSEVELT AVE,8101.007583^85-01/15 ROOSEVELT AVE^nan,90330,"85-01/15 ROOSEVELT AVE, Queens",85-01/15 ROOSEVELT AVE Queens,85-01/15,ROOSEVELT AVE ,Queens,Queens,,,Queens,NY
8101.007584,86-01/19 ROOSEVELT AVE QUEENS NY,jf,86-01/19 ROOSEVELT AVE,86-01/19 ROOSEVELT AVE,8101.007584^86-01/19 ROOSEVELT AVE^jf,90331,"86-01/19 ROOSEVELT AVE, QUEENS NY",86-01/19 ROOSEVELT AVE QUEENS NY,86-01/19,ROOSEVELT AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007584,86-01/19 ROOSEVELT AVE Queens,,86-01/19 ROOSEVELT AVE,86-01/19 ROOSEVELT AVE,8101.007584^86-01/19 ROOSEVELT AVE^nan,90332,"86-01/19 ROOSEVELT AVE, Queens",86-01/19 ROOSEVELT AVE Queens,86-01/19,ROOSEVELT AVE ,Queens,Queens,,,Queens,NY
8101.007585,87-01/09 ROOSEVELT AVE QUEENS NY,jf,87-01/09 ROOSEVELT AVE,87-01/09 ROOSEVELT AVE,8101.007585^87-01/09 ROOSEVELT AVE^jf,90333,"87-01/09 ROOSEVELT AVE, QUEENS NY",87-01/09 ROOSEVELT AVE QUEENS NY,87-01/09,ROOSEVELT AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007585,87-01/09 ROOSEVELT AVE Queens,,87-01/09 ROOSEVELT AVE,87-01/09 ROOSEVELT AVE,8101.007585^87-01/09 ROOSEVELT AVE^nan,90334,"87-01/09 ROOSEVELT AVE, Queens",87-01/09 ROOSEVELT AVE Queens,87-01/09,ROOSEVELT AVE ,Queens,Queens,,,Queens,NY
8101.007586,88-01/17 ROOSEVELT AVE QUEENS NY,jf,88-01/17 ROOSEVELT AVE,88-01/17 ROOSEVELT AVE,8101.007586^88-01/17 ROOSEVELT AVE^jf,90335,"88-01/17 ROOSEVELT AVE, QUEENS NY",88-01/17 ROOSEVELT AVE QUEENS NY,88-01/17,ROOSEVELT AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007586,88-01/17 ROOSEVELT AVE Queens,,88-01/17 ROOSEVELT AVE,88-01/17 ROOSEVELT AVE,8101.007586^88-01/17 ROOSEVELT AVE^nan,90336,"88-01/17 ROOSEVELT AVE, Queens",88-01/17 ROOSEVELT AVE Queens,88-01/17,ROOSEVELT AVE ,Queens,Queens,,,Queens,NY
8101.007587,89-01/05 ROOSEVELT AVE Queens,,89-01/05 ROOSEVELT AVE,89-01/05 ROOSEVELT AVE,8101.007587^89-01/05 ROOSEVELT AVE^nan,90337,"89-01/05 ROOSEVELT AVE, Queens",89-01/05 ROOSEVELT AVE Queens,89-01/05,ROOSEVELT AVE ,Queens,Queens,,,Queens,NY
8101.007587,89-01/05 ROOSEVELT AVE QUEENS NY,jf,89-01/05 ROOSEVELT AVE,89-01/05 ROOSEVELT AVE,8101.007587^89-01/05 ROOSEVELT AVE^jf,90338,"89-01/05 ROOSEVELT AVE, QUEENS NY",89-01/05 ROOSEVELT AVE QUEENS NY,89-01/05,ROOSEVELT AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007588,89-07/09 ROOSEVELT AVE QUEENS NY,jf,89-07/09 ROOSEVELT AVE,89-07/09 ROOSEVELT AVE,8101.007588^89-07/09 ROOSEVELT AVE^jf,90339,"89-07/09 ROOSEVELT AVE, QUEENS NY",89-07/09 ROOSEVELT AVE QUEENS NY,89-07/09,ROOSEVELT AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007588,89-07/09 ROOSEVELT AVE Queens,,89-07/09 ROOSEVELT AVE,89-07/09 ROOSEVELT AVE,8101.007588^89-07/09 ROOSEVELT AVE^nan,90340,"89-07/09 ROOSEVELT AVE, Queens",89-07/09 ROOSEVELT AVE Queens,89-07/09,ROOSEVELT AVE ,Queens,Queens,,,Queens,NY
8101.007589,89-11 ROOSEVELT AVE QUEENS NY,jf,89-11 ROOSEVELT AVE,89-11 ROOSEVELT AVE,8101.007589^89-11 ROOSEVELT AVE^jf,90341,"89-11 ROOSEVELT AVE, QUEENS NY",89-11 ROOSEVELT AVE QUEENS NY,89-11,ROOSEVELT AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.00759,90-01 ROOSEVELT AVE QUEENS NY,jf,90-01 ROOSEVELT AVE,90-01 ROOSEVELT AVE,8101.00759^90-01 ROOSEVELT AVE^jf,90342,"90-01 ROOSEVELT AVE, QUEENS NY",90-01 ROOSEVELT AVE QUEENS NY,90-01,ROOSEVELT AVE,QUEENS,QUEENS,,,QUEENS,NY
8101.007591,70-35 BROADWAY QUEENS NY,jf,70-35 BROADWAY,70-35 BROADWAY,8101.007591^70-35 BROADWAY^jf,90343,"70-35 BROADWAY, QUEENS NY",70-35 BROADWAY QUEENS NY,70-35,BROADWAY,QUEENS,QUEENS,,,QUEENS,NY
8101.007592,70-53 BROADWAY QUEENS NY,jf,70-53 BROADWAY,70-53 BROADWAY,8101.007592^70-53 BROADWAY^jf,90344,"70-53 BROADWAY, QUEENS NY",70-53 BROADWAY QUEENS NY,70-53,BROADWAY,QUEENS,QUEENS,,,QUEENS,NY
8101.007593,72-09 BROADWAY QUEENS NY,jf,72-09 BROADWAY,72-09 BROADWAY,8101.007593^72-09 BROADWAY^jf,90345,"72-09 BROADWAY, QUEENS NY",72-09 BROADWAY QUEENS NY,72-09,BROADWAY,QUEENS,QUEENS,,,QUEENS,NY
8101.007594,72-35 BROADWAY QUEENS NY,jf,72-35 BROADWAY,72-35 BROADWAY,8101.007594^72-35 BROADWAY^jf,90346,"72-35 BROADWAY, QUEENS NY",72-35 BROADWAY QUEENS NY,72-35,BROADWAY,QUEENS,QUEENS,,,QUEENS,NY
8101.007595,33-11 70TH ST QUEENS NY,jf,33-11 70TH ST,33-11 70TH ST,8101.007595^33-11 70TH ST^jf,90347,"33-11 70TH ST, QUEENS NY",33-11 70TH ST QUEENS NY,33-11,70TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007596,33-13 70TH ST QUEENS NY,jf,33-13 70TH ST,33-13 70TH ST,8101.007596^33-13 70TH ST^jf,90348,"33-13 70TH ST, QUEENS NY",33-13 70TH ST QUEENS NY,33-13,70TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007597,33-15 70TH ST QUEENS NY,jf,33-15 70TH ST,33-15 70TH ST,8101.007597^33-15 70TH ST^jf,90349,"33-15 70TH ST, QUEENS NY",33-15 70TH ST QUEENS NY,33-15,70TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007598,33-17 70TH ST QUEENS NY,jf,33-17 70TH ST,33-17 70TH ST,8101.007598^33-17 70TH ST^jf,90350,"33-17 70TH ST, QUEENS NY",33-17 70TH ST QUEENS NY,33-17,70TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007599,33-19 70TH ST QUEENS NY,jf,33-19 70TH ST,33-19 70TH ST,8101.007599^33-19 70TH ST^jf,90351,"33-19 70TH ST, QUEENS NY",33-19 70TH ST QUEENS NY,33-19,70TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.0076,33-21 70TH ST QUEENS NY,jf,33-21 70TH ST,33-21 70TH ST,8101.0076^33-21 70TH ST^jf,90352,"33-21 70TH ST, QUEENS NY",33-21 70TH ST QUEENS NY,33-21,70TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007601,33-23 70TH ST QUEENS NY,jf,33-23 70TH ST,33-23 70TH ST,8101.007601^33-23 70TH ST^jf,90353,"33-23 70TH ST, QUEENS NY",33-23 70TH ST QUEENS NY,33-23,70TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007602,33-25 70TH ST QUEENS NY,jf,33-25 70TH ST,33-25 70TH ST,8101.007602^33-25 70TH ST^jf,90354,"33-25 70TH ST, QUEENS NY",33-25 70TH ST QUEENS NY,33-25,70TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007603,33-27 70TH ST QUEENS NY,jf,33-27 70TH ST,33-27 70TH ST,8101.007603^33-27 70TH ST^jf,90355,"33-27 70TH ST, QUEENS NY",33-27 70TH ST QUEENS NY,33-27,70TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007604,33-29 70TH ST QUEENS NY,jf,33-29 70TH ST,33-29 70TH ST,8101.007604^33-29 70TH ST^jf,90356,"33-29 70TH ST, QUEENS NY",33-29 70TH ST QUEENS NY,33-29,70TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007605,33-31 70TH ST QUEENS NY,jf,33-31 70TH ST,33-31 70TH ST,8101.007605^33-31 70TH ST^jf,90357,"33-31 70TH ST, QUEENS NY",33-31 70TH ST QUEENS NY,33-31,70TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007606,33-33 70TH ST QUEENS NY,jf,33-33 70TH ST,33-33 70TH ST,8101.007606^33-33 70TH ST^jf,90358,"33-33 70TH ST, QUEENS NY",33-33 70TH ST QUEENS NY,33-33,70TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007607,33-35 70TH ST QUEENS NY,jf,33-35 70TH ST,33-35 70TH ST,8101.007607^33-35 70TH ST^jf,90359,"33-35 70TH ST, QUEENS NY",33-35 70TH ST QUEENS NY,33-35,70TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007608,33-37 70TH ST QUEENS NY,jf,33-37 70TH ST,33-37 70TH ST,8101.007608^33-37 70TH ST^jf,90360,"33-37 70TH ST, QUEENS NY",33-37 70TH ST QUEENS NY,33-37,70TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007609,33-39 70TH ST QUEENS NY,jf,33-39 70TH ST,33-39 70TH ST,8101.007609^33-39 70TH ST^jf,90361,"33-39 70TH ST, QUEENS NY",33-39 70TH ST QUEENS NY,33-39,70TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.00761,33-41 70TH ST QUEENS NY,jf,33-41 70TH ST,33-41 70TH ST,8101.00761^33-41 70TH ST^jf,90362,"33-41 70TH ST, QUEENS NY",33-41 70TH ST QUEENS NY,33-41,70TH ST,QUEENS,QUEENS,,,QUEENS,NY
