id,address,proj,address_cln_1,address_cln_2,addr_concat,uid,streetaddress,addressRemoveSuite,hn,street,county,boro,suite_type,suite_num,city,state
8101.007611,33-43 70TH ST QUEENS NY,jf,33-43 70TH ST,33-43 70TH ST,8101.007611^33-43 70TH ST^jf,90363,"33-43 70TH ST, QUEENS NY",33-43 70TH ST QUEENS NY,33-43,70TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007612,33-45 70TH ST QUEENS NY,jf,33-45 70TH ST,33-45 70TH ST,8101.007612^33-45 70TH ST^jf,90364,"33-45 70TH ST, QUEENS NY",33-45 70TH ST QUEENS NY,33-45,70TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007613,33-47 70TH ST QUEENS NY,jf,33-47 70TH ST,33-47 70TH ST,8101.007613^33-47 70TH ST^jf,90365,"33-47 70TH ST, QUEENS NY",33-47 70TH ST QUEENS NY,33-47,70TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007614,35-45 70TH ST QUEENS NY,jf,35-45 70TH ST,35-45 70TH ST,8101.007614^35-45 70TH ST^jf,90366,"35-45 70TH ST, QUEENS NY",35-45 70TH ST QUEENS NY,35-45,70TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007615,35-49 70TH ST QUEENS NY,jf,35-49 70TH ST,35-49 70TH ST,8101.007615^35-49 70TH ST^jf,90367,"35-49 70TH ST, QUEENS NY",35-49 70TH ST QUEENS NY,35-49,70TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007616,35-53 70TH ST QUEENS NY,jf,35-53 70TH ST,35-53 70TH ST,8101.007616^35-53 70TH ST^jf,90368,"35-53 70TH ST, QUEENS NY",35-53 70TH ST QUEENS NY,35-53,70TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007617,35-57 70TH ST QUEENS NY,jf,35-57 70TH ST,35-57 70TH ST,8101.007617^35-57 70TH ST^jf,90369,"35-57 70TH ST, QUEENS NY",35-57 70TH ST QUEENS NY,35-57,70TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007618,33-12 71ST ST QUEENS NY,jf,33-12 71ST ST,33-12 71ST ST,8101.007618^33-12 71ST ST^jf,90370,"33-12 71ST ST, QUEENS NY",33-12 71ST ST QUEENS NY,33-12,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007619,33-14 71ST ST QUEENS NY,jf,33-14 71ST ST,33-14 71ST ST,8101.007619^33-14 71ST ST^jf,90371,"33-14 71ST ST, QUEENS NY",33-14 71ST ST QUEENS NY,33-14,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.00762,33-18 71ST ST QUEENS NY,jf,33-18 71ST ST,33-18 71ST ST,8101.00762^33-18 71ST ST^jf,90372,"33-18 71ST ST, QUEENS NY",33-18 71ST ST QUEENS NY,33-18,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007621,33-20 71ST ST QUEENS NY,jf,33-20 71ST ST,33-20 71ST ST,8101.007621^33-20 71ST ST^jf,90373,"33-20 71ST ST, QUEENS NY",33-20 71ST ST QUEENS NY,33-20,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007622,33-22 71ST ST QUEENS NY,jf,33-22 71ST ST,33-22 71ST ST,8101.007622^33-22 71ST ST^jf,90374,"33-22 71ST ST, QUEENS NY",33-22 71ST ST QUEENS NY,33-22,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007623,33-26 71ST ST QUEENS NY,jf,33-26 71ST ST,33-26 71ST ST,8101.007623^33-26 71ST ST^jf,90375,"33-26 71ST ST, QUEENS NY",33-26 71ST ST QUEENS NY,33-26,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007624,33-28 71ST ST QUEENS NY,jf,33-28 71ST ST,33-28 71ST ST,8101.007624^33-28 71ST ST^jf,90376,"33-28 71ST ST, QUEENS NY",33-28 71ST ST QUEENS NY,33-28,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007625,33-30 71ST ST QUEENS NY,jf,33-30 71ST ST,33-30 71ST ST,8101.007625^33-30 71ST ST^jf,90377,"33-30 71ST ST, QUEENS NY",33-30 71ST ST QUEENS NY,33-30,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007626,33-32 71ST ST QUEENS NY,jf,33-32 71ST ST,33-32 71ST ST,8101.007626^33-32 71ST ST^jf,90378,"33-32 71ST ST, QUEENS NY",33-32 71ST ST QUEENS NY,33-32,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007627,33-34 71ST ST QUEENS NY,jf,33-34 71ST ST,33-34 71ST ST,8101.007627^33-34 71ST ST^jf,90379,"33-34 71ST ST, QUEENS NY",33-34 71ST ST QUEENS NY,33-34,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007628,33-36 71ST ST QUEENS NY,jf,33-36 71ST ST,33-36 71ST ST,8101.007628^33-36 71ST ST^jf,90380,"33-36 71ST ST, QUEENS NY",33-36 71ST ST QUEENS NY,33-36,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007629,33-38 71ST ST QUEENS NY,jf,33-38 71ST ST,33-38 71ST ST,8101.007629^33-38 71ST ST^jf,90381,"33-38 71ST ST, QUEENS NY",33-38 71ST ST QUEENS NY,33-38,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.00763,33-40 71ST ST QUEENS NY,jf,33-40 71ST ST,33-40 71ST ST,8101.00763^33-40 71ST ST^jf,90382,"33-40 71ST ST, QUEENS NY",33-40 71ST ST QUEENS NY,33-40,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007631,33-42 71ST ST QUEENS NY,jf,33-42 71ST ST,33-42 71ST ST,8101.007631^33-42 71ST ST^jf,90383,"33-42 71ST ST, QUEENS NY",33-42 71ST ST QUEENS NY,33-42,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007632,33-44 71ST ST QUEENS NY,jf,33-44 71ST ST,33-44 71ST ST,8101.007632^33-44 71ST ST^jf,90384,"33-44 71ST ST, QUEENS NY",33-44 71ST ST QUEENS NY,33-44,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007633,33-48 71ST ST QUEENS NY,jf,33-48 71ST ST,33-48 71ST ST,8101.007633^33-48 71ST ST^jf,90385,"33-48 71ST ST, QUEENS NY",33-48 71ST ST QUEENS NY,33-48,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007634,34-14 71ST ST QUEENS NY,jf,34-14 71ST ST,34-14 71ST ST,8101.007634^34-14 71ST ST^jf,90386,"34-14 71ST ST, QUEENS NY",34-14 71ST ST QUEENS NY,34-14,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007635,34-16 71ST ST QUEENS NY,jf,34-16 71ST ST,34-16 71ST ST,8101.007635^34-16 71ST ST^jf,90387,"34-16 71ST ST, QUEENS NY",34-16 71ST ST QUEENS NY,34-16,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007636,34-18 71ST ST QUEENS NY,jf,34-18 71ST ST,34-18 71ST ST,8101.007636^34-18 71ST ST^jf,90388,"34-18 71ST ST, QUEENS NY",34-18 71ST ST QUEENS NY,34-18,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007637,34-20 71ST ST QUEENS NY,jf,34-20 71ST ST,34-20 71ST ST,8101.007637^34-20 71ST ST^jf,90389,"34-20 71ST ST, QUEENS NY",34-20 71ST ST QUEENS NY,34-20,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007638,34-22 71ST ST QUEENS NY,jf,34-22 71ST ST,34-22 71ST ST,8101.007638^34-22 71ST ST^jf,90390,"34-22 71ST ST, QUEENS NY",34-22 71ST ST QUEENS NY,34-22,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007639,34-24 71ST ST QUEENS NY,jf,34-24 71ST ST,34-24 71ST ST,8101.007639^34-24 71ST ST^jf,90391,"34-24 71ST ST, QUEENS NY",34-24 71ST ST QUEENS NY,34-24,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.00764,34-26 71ST ST QUEENS NY,jf,34-26 71ST ST,34-26 71ST ST,8101.00764^34-26 71ST ST^jf,90392,"34-26 71ST ST, QUEENS NY",34-26 71ST ST QUEENS NY,34-26,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007641,34-28 71ST ST QUEENS NY,jf,34-28 71ST ST,34-28 71ST ST,8101.007641^34-28 71ST ST^jf,90393,"34-28 71ST ST, QUEENS NY",34-28 71ST ST QUEENS NY,34-28,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007642,34-30 71ST ST QUEENS NY,jf,34-30 71ST ST,34-30 71ST ST,8101.007642^34-30 71ST ST^jf,90394,"34-30 71ST ST, QUEENS NY",34-30 71ST ST QUEENS NY,34-30,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007643,34-32 71ST ST QUEENS NY,jf,34-32 71ST ST,34-32 71ST ST,8101.007643^34-32 71ST ST^jf,90395,"34-32 71ST ST, QUEENS NY",34-32 71ST ST QUEENS NY,34-32,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007644,34-34 71ST ST QUEENS NY,jf,34-34 71ST ST,34-34 71ST ST,8101.007644^34-34 71ST ST^jf,90396,"34-34 71ST ST, QUEENS NY",34-34 71ST ST QUEENS NY,34-34,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007645,34-36 71ST ST QUEENS NY,jf,34-36 71ST ST,34-36 71ST ST,8101.007645^34-36 71ST ST^jf,90397,"34-36 71ST ST, QUEENS NY",34-36 71ST ST QUEENS NY,34-36,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007646,34-38 71ST ST QUEENS NY,jf,34-38 71ST ST,34-38 71ST ST,8101.007646^34-38 71ST ST^jf,90398,"34-38 71ST ST, QUEENS NY",34-38 71ST ST QUEENS NY,34-38,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007647,34-40 71ST ST QUEENS NY,jf,34-40 71ST ST,34-40 71ST ST,8101.007647^34-40 71ST ST^jf,90399,"34-40 71ST ST, QUEENS NY",34-40 71ST ST QUEENS NY,34-40,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007648,34-42 71ST ST QUEENS NY,jf,34-42 71ST ST,34-42 71ST ST,8101.007648^34-42 71ST ST^jf,90400,"34-42 71ST ST, QUEENS NY",34-42 71ST ST QUEENS NY,34-42,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007649,34-44 71ST ST QUEENS NY,jf,34-44 71ST ST,34-44 71ST ST,8101.007649^34-44 71ST ST^jf,90401,"34-44 71ST ST, QUEENS NY",34-44 71ST ST QUEENS NY,34-44,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.00765,34-46 71ST ST QUEENS NY,jf,34-46 71ST ST,34-46 71ST ST,8101.00765^34-46 71ST ST^jf,90402,"34-46 71ST ST, QUEENS NY",34-46 71ST ST QUEENS NY,34-46,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007651,34-48 71ST ST QUEENS NY,jf,34-48 71ST ST,34-48 71ST ST,8101.007651^34-48 71ST ST^jf,90403,"34-48 71ST ST, QUEENS NY",34-48 71ST ST QUEENS NY,34-48,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007652,34-50 71ST ST QUEENS NY,jf,34-50 71ST ST,34-50 71ST ST,8101.007652^34-50 71ST ST^jf,90404,"34-50 71ST ST, QUEENS NY",34-50 71ST ST QUEENS NY,34-50,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007653,35-46 71ST ST QUEENS NY,jf,35-46 71ST ST,35-46 71ST ST,8101.007653^35-46 71ST ST^jf,90405,"35-46 71ST ST, QUEENS NY",35-46 71ST ST QUEENS NY,35-46,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007654,35-48 71ST ST QUEENS NY,jf,35-48 71ST ST,35-48 71ST ST,8101.007654^35-48 71ST ST^jf,90406,"35-48 71ST ST, QUEENS NY",35-48 71ST ST QUEENS NY,35-48,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007655,35-52 71ST ST QUEENS NY,jf,35-52 71ST ST,35-52 71ST ST,8101.007655^35-52 71ST ST^jf,90407,"35-52 71ST ST, QUEENS NY",35-52 71ST ST QUEENS NY,35-52,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007656,35-54 71ST ST QUEENS NY,jf,35-54 71ST ST,35-54 71ST ST,8101.007656^35-54 71ST ST^jf,90408,"35-54 71ST ST, QUEENS NY",35-54 71ST ST QUEENS NY,35-54,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007657,35-58 71ST ST QUEENS NY,jf,35-58 71ST ST,35-58 71ST ST,8101.007657^35-58 71ST ST^jf,90409,"35-58 71ST ST, QUEENS NY",35-58 71ST ST QUEENS NY,35-58,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007658,33-11 71ST ST QUEENS NY,jf,33-11 71ST ST,33-11 71ST ST,8101.007658^33-11 71ST ST^jf,90410,"33-11 71ST ST, QUEENS NY",33-11 71ST ST QUEENS NY,33-11,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007659,33-13 71ST ST QUEENS NY,jf,33-13 71ST ST,33-13 71ST ST,8101.007659^33-13 71ST ST^jf,90411,"33-13 71ST ST, QUEENS NY",33-13 71ST ST QUEENS NY,33-13,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.00766,33-15 71ST ST QUEENS NY,jf,33-15 71ST ST,33-15 71ST ST,8101.00766^33-15 71ST ST^jf,90412,"33-15 71ST ST, QUEENS NY",33-15 71ST ST QUEENS NY,33-15,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007661,33-17 71ST ST QUEENS NY,jf,33-17 71ST ST,33-17 71ST ST,8101.007661^33-17 71ST ST^jf,90413,"33-17 71ST ST, QUEENS NY",33-17 71ST ST QUEENS NY,33-17,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007662,33-19 71ST ST QUEENS NY,jf,33-19 71ST ST,33-19 71ST ST,8101.007662^33-19 71ST ST^jf,90414,"33-19 71ST ST, QUEENS NY",33-19 71ST ST QUEENS NY,33-19,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007663,33-21 71ST ST QUEENS NY,jf,33-21 71ST ST,33-21 71ST ST,8101.007663^33-21 71ST ST^jf,90415,"33-21 71ST ST, QUEENS NY",33-21 71ST ST QUEENS NY,33-21,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007664,33-23 71ST ST QUEENS NY,jf,33-23 71ST ST,33-23 71ST ST,8101.007664^33-23 71ST ST^jf,90416,"33-23 71ST ST, QUEENS NY",33-23 71ST ST QUEENS NY,33-23,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007665,33-25 71ST ST QUEENS NY,jf,33-25 71ST ST,33-25 71ST ST,8101.007665^33-25 71ST ST^jf,90417,"33-25 71ST ST, QUEENS NY",33-25 71ST ST QUEENS NY,33-25,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007666,33-29 71ST ST QUEENS NY,jf,33-29 71ST ST,33-29 71ST ST,8101.007666^33-29 71ST ST^jf,90418,"33-29 71ST ST, QUEENS NY",33-29 71ST ST QUEENS NY,33-29,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007667,33-31 71ST ST QUEENS NY,jf,33-31 71ST ST,33-31 71ST ST,8101.007667^33-31 71ST ST^jf,90419,"33-31 71ST ST, QUEENS NY",33-31 71ST ST QUEENS NY,33-31,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007668,33-33 71ST ST QUEENS NY,jf,33-33 71ST ST,33-33 71ST ST,8101.007668^33-33 71ST ST^jf,90420,"33-33 71ST ST, QUEENS NY",33-33 71ST ST QUEENS NY,33-33,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007669,33-35 71ST ST QUEENS NY,jf,33-35 71ST ST,33-35 71ST ST,8101.007669^33-35 71ST ST^jf,90421,"33-35 71ST ST, QUEENS NY",33-35 71ST ST QUEENS NY,33-35,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.00767,33-37 71ST ST QUEENS NY,jf,33-37 71ST ST,33-37 71ST ST,8101.00767^33-37 71ST ST^jf,90422,"33-37 71ST ST, QUEENS NY",33-37 71ST ST QUEENS NY,33-37,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007671,33-39 71ST ST QUEENS NY,jf,33-39 71ST ST,33-39 71ST ST,8101.007671^33-39 71ST ST^jf,90423,"33-39 71ST ST, QUEENS NY",33-39 71ST ST QUEENS NY,33-39,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007672,33-41 71ST ST QUEENS NY,jf,33-41 71ST ST,33-41 71ST ST,8101.007672^33-41 71ST ST^jf,90424,"33-41 71ST ST, QUEENS NY",33-41 71ST ST QUEENS NY,33-41,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007673,33-43 71ST ST QUEENS NY,jf,33-43 71ST ST,33-43 71ST ST,8101.007673^33-43 71ST ST^jf,90425,"33-43 71ST ST, QUEENS NY",33-43 71ST ST QUEENS NY,33-43,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007674,33-47 71ST ST QUEENS NY,jf,33-47 71ST ST,33-47 71ST ST,8101.007674^33-47 71ST ST^jf,90426,"33-47 71ST ST, QUEENS NY",33-47 71ST ST QUEENS NY,33-47,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007675,34-11 71ST ST QUEENS NY,jf,34-11 71ST ST,34-11 71ST ST,8101.007675^34-11 71ST ST^jf,90427,"34-11 71ST ST, QUEENS NY",34-11 71ST ST QUEENS NY,34-11,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007676,34-15 71ST ST QUEENS NY,jf,34-15 71ST ST,34-15 71ST ST,8101.007676^34-15 71ST ST^jf,90428,"34-15 71ST ST, QUEENS NY",34-15 71ST ST QUEENS NY,34-15,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007677,34-17 71ST ST QUEENS NY,jf,34-17 71ST ST,34-17 71ST ST,8101.007677^34-17 71ST ST^jf,90429,"34-17 71ST ST, QUEENS NY",34-17 71ST ST QUEENS NY,34-17,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007678,34-19 71ST ST QUEENS NY,jf,34-19 71ST ST,34-19 71ST ST,8101.007678^34-19 71ST ST^jf,90430,"34-19 71ST ST, QUEENS NY",34-19 71ST ST QUEENS NY,34-19,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007679,34-21 71ST ST QUEENS NY,jf,34-21 71ST ST,34-21 71ST ST,8101.007679^34-21 71ST ST^jf,90431,"34-21 71ST ST, QUEENS NY",34-21 71ST ST QUEENS NY,34-21,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.00768,34-23 71ST ST QUEENS NY,jf,34-23 71ST ST,34-23 71ST ST,8101.00768^34-23 71ST ST^jf,90432,"34-23 71ST ST, QUEENS NY",34-23 71ST ST QUEENS NY,34-23,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007681,34-25 71ST ST QUEENS NY,jf,34-25 71ST ST,34-25 71ST ST,8101.007681^34-25 71ST ST^jf,90433,"34-25 71ST ST, QUEENS NY",34-25 71ST ST QUEENS NY,34-25,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007682,34-27 71ST ST QUEENS NY,jf,34-27 71ST ST,34-27 71ST ST,8101.007682^34-27 71ST ST^jf,90434,"34-27 71ST ST, QUEENS NY",34-27 71ST ST QUEENS NY,34-27,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007683,34-31 71ST ST QUEENS NY,jf,34-31 71ST ST,34-31 71ST ST,8101.007683^34-31 71ST ST^jf,90435,"34-31 71ST ST, QUEENS NY",34-31 71ST ST QUEENS NY,34-31,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007684,34-33 71ST ST QUEENS NY,jf,34-33 71ST ST,34-33 71ST ST,8101.007684^34-33 71ST ST^jf,90436,"34-33 71ST ST, QUEENS NY",34-33 71ST ST QUEENS NY,34-33,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007685,34-35 71ST ST QUEENS NY,jf,34-35 71ST ST,34-35 71ST ST,8101.007685^34-35 71ST ST^jf,90437,"34-35 71ST ST, QUEENS NY",34-35 71ST ST QUEENS NY,34-35,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007686,34-37 71ST ST QUEENS NY,jf,34-37 71ST ST,34-37 71ST ST,8101.007686^34-37 71ST ST^jf,90438,"34-37 71ST ST, QUEENS NY",34-37 71ST ST QUEENS NY,34-37,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007687,34-39 71ST ST QUEENS NY,jf,34-39 71ST ST,34-39 71ST ST,8101.007687^34-39 71ST ST^jf,90439,"34-39 71ST ST, QUEENS NY",34-39 71ST ST QUEENS NY,34-39,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007688,34-41 71ST ST QUEENS NY,jf,34-41 71ST ST,34-41 71ST ST,8101.007688^34-41 71ST ST^jf,90440,"34-41 71ST ST, QUEENS NY",34-41 71ST ST QUEENS NY,34-41,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007689,34-43 71ST ST QUEENS NY,jf,34-43 71ST ST,34-43 71ST ST,8101.007689^34-43 71ST ST^jf,90441,"34-43 71ST ST, QUEENS NY",34-43 71ST ST QUEENS NY,34-43,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.00769,34-45 71ST ST QUEENS NY,jf,34-45 71ST ST,34-45 71ST ST,8101.00769^34-45 71ST ST^jf,90442,"34-45 71ST ST, QUEENS NY",34-45 71ST ST QUEENS NY,34-45,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007691,34-47 71ST ST QUEENS NY,jf,34-47 71ST ST,34-47 71ST ST,8101.007691^34-47 71ST ST^jf,90443,"34-47 71ST ST, QUEENS NY",34-47 71ST ST QUEENS NY,34-47,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007692,34-49 71ST ST QUEENS NY,jf,34-49 71ST ST,34-49 71ST ST,8101.007692^34-49 71ST ST^jf,90444,"34-49 71ST ST, QUEENS NY",34-49 71ST ST QUEENS NY,34-49,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007693,34-51 71ST ST QUEENS NY,jf,34-51 71ST ST,34-51 71ST ST,8101.007693^34-51 71ST ST^jf,90445,"34-51 71ST ST, QUEENS NY",34-51 71ST ST QUEENS NY,34-51,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007694,35-35 71ST ST QUEENS NY,jf,35-35 71ST ST,35-35 71ST ST,8101.007694^35-35 71ST ST^jf,90446,"35-35 71ST ST, QUEENS NY",35-35 71ST ST QUEENS NY,35-35,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007695,35-37 71ST ST QUEENS NY,jf,35-37 71ST ST,35-37 71ST ST,8101.007695^35-37 71ST ST^jf,90447,"35-37 71ST ST, QUEENS NY",35-37 71ST ST QUEENS NY,35-37,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007696,35-39 71ST ST QUEENS NY,jf,35-39 71ST ST,35-39 71ST ST,8101.007696^35-39 71ST ST^jf,90448,"35-39 71ST ST, QUEENS NY",35-39 71ST ST QUEENS NY,35-39,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007697,35-41 71ST ST QUEENS NY,jf,35-41 71ST ST,35-41 71ST ST,8101.007697^35-41 71ST ST^jf,90449,"35-41 71ST ST, QUEENS NY",35-41 71ST ST QUEENS NY,35-41,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007698,35-45 71ST ST QUEENS NY,jf,35-45 71ST ST,35-45 71ST ST,8101.007698^35-45 71ST ST^jf,90450,"35-45 71ST ST, QUEENS NY",35-45 71ST ST QUEENS NY,35-45,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007699,35-47 71ST ST QUEENS NY,jf,35-47 71ST ST,35-47 71ST ST,8101.007699^35-47 71ST ST^jf,90451,"35-47 71ST ST, QUEENS NY",35-47 71ST ST QUEENS NY,35-47,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.0077,35-51 71ST ST QUEENS NY,jf,35-51 71ST ST,35-51 71ST ST,8101.0077^35-51 71ST ST^jf,90452,"35-51 71ST ST, QUEENS NY",35-51 71ST ST QUEENS NY,35-51,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007701,35-53 71ST ST QUEENS NY,jf,35-53 71ST ST,35-53 71ST ST,8101.007701^35-53 71ST ST^jf,90453,"35-53 71ST ST, QUEENS NY",35-53 71ST ST QUEENS NY,35-53,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007702,35-57 71ST ST QUEENS NY,jf,35-57 71ST ST,35-57 71ST ST,8101.007702^35-57 71ST ST^jf,90454,"35-57 71ST ST, QUEENS NY",35-57 71ST ST QUEENS NY,35-57,71ST ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007703,33-12 72ND ST QUEENS NY,jf,33-12 72ND ST,33-12 72ND ST,8101.007703^33-12 72ND ST^jf,90455,"33-12 72ND ST, QUEENS NY",33-12 72ND ST QUEENS NY,33-12,72ND ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007704,33-14 72ND ST QUEENS NY,jf,33-14 72ND ST,33-14 72ND ST,8101.007704^33-14 72ND ST^jf,90456,"33-14 72ND ST, QUEENS NY",33-14 72ND ST QUEENS NY,33-14,72ND ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007705,33-18 72ND ST QUEENS NY,jf,33-18 72ND ST,33-18 72ND ST,8101.007705^33-18 72ND ST^jf,90457,"33-18 72ND ST, QUEENS NY",33-18 72ND ST QUEENS NY,33-18,72ND ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007706,33-20 72ND ST QUEENS NY,jf,33-20 72ND ST,33-20 72ND ST,8101.007706^33-20 72ND ST^jf,90458,"33-20 72ND ST, QUEENS NY",33-20 72ND ST QUEENS NY,33-20,72ND ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007707,33-22 72ND ST QUEENS NY,jf,33-22 72ND ST,33-22 72ND ST,8101.007707^33-22 72ND ST^jf,90459,"33-22 72ND ST, QUEENS NY",33-22 72ND ST QUEENS NY,33-22,72ND ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007708,33-24 72ND ST QUEENS NY,jf,33-24 72ND ST,33-24 72ND ST,8101.007708^33-24 72ND ST^jf,90460,"33-24 72ND ST, QUEENS NY",33-24 72ND ST QUEENS NY,33-24,72ND ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007709,33-26 72ND ST QUEENS NY,jf,33-26 72ND ST,33-26 72ND ST,8101.007709^33-26 72ND ST^jf,90461,"33-26 72ND ST, QUEENS NY",33-26 72ND ST QUEENS NY,33-26,72ND ST,QUEENS,QUEENS,,,QUEENS,NY
8101.00771,33-28 72ND ST QUEENS NY,jf,33-28 72ND ST,33-28 72ND ST,8101.00771^33-28 72ND ST^jf,90462,"33-28 72ND ST, QUEENS NY",33-28 72ND ST QUEENS NY,33-28,72ND ST,QUEENS,QUEENS,,,QUEENS,NY
8101.007711,33-30 72ND ST QUEENS NY,jf,33-30 72ND ST,33-30 72ND ST,8101.007711^33-30 72ND ST^jf,90463,"33-30 72ND ST, QUEENS NY",33-30 72ND ST QUEENS NY,33-30,72ND ST,QUEENS,QUEENS,,,QUEENS,NY
